"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"52","cordé","[3]","[7,2]"
"53","back","[152,151,144,146,135,52,39,112,90,77,59,3]","[857,848,881,800,822,721,736,333,251,195,703,656,589,490,5]"
"54","vote","[141,52,3,5]","[760,328,331,7,8,22,20,19,18]"
"55","republic","[141,142,143,144,52,77,5]","[759,755,768,779,778,784,785,786,341,325,333,331,332,311,560,562,8,13,25,19]"
"56","army","[135,137,52,112,77,5]","[715,716,717,749,339,334,331,708,702,609,608,571,570,560,8,11,18,17]"
"57","time","[152,146,147,150,141,144,136,56,54,55,52,39,106,81,77,61,5,38]","[867,821,823,840,760,785,743,421,391,394,334,320,278,279,251,253,216,684,634,611,553,509,8,112,84,126,171]"
"58","news","[152,61,5]","[878,508,9]"
"59","senator","[152,144,143,142,135,136,137,52,39,77,59,58,5,38,26]","[881,796,798,774,772,779,777,781,785,724,723,725,741,752,329,324,209,197,581,538,490,469,9,69,71,66,101,87,14,16,33,53,42,45,39]"
"60","excuse","[52,77,5,38]","[347,348,266,618,616,9,80,167,57]"
"61","naboo","[152,143,135,137,52,39,5,26]","[881,779,725,752,351,277,285,288,249,197,9,16,35]"
"62","system","[146,148,53,62,56,5]","[809,832,366,367,377,524,526,439,9]"
"63","friend","[144,147,149,136,55,52,39,56,5,38]","[798,825,836,745,401,303,210,439,10,47]"
"64","home","[152,55,52,112,107,77,56,39,5]","[881,877,398,349,703,700,565,429,428,430,193,194,10]"
"65","chancellor","[141,144,135,137,77,38,5]","[758,760,784,785,717,722,725,749,755,572,117,15,10,50,46,44]"
"66","great","[141,143,144,135,53,39,38,5]","[759,774,789,730,358,227,210,62,16,10,19]"
"67","queen","[135,52,62,5]","[725,324,521,10]"
"68","life","[144,145,141,135,55,56,52,59,39,5]","[800,805,759,727,403,423,421,349,280,283,494,432,177,193,194,10,17]"
"69","senators","[137,52,39,38,5]","[753,336,201,118,116,11,19]"
"70","jedi","[152,144,147,149,143,135,137,55,53,52,39,104,79,77,61,59,58,38,5,26]","[857,856,863,791,798,827,826,825,834,774,780,776,787,718,720,750,401,399,363,379,345,344,340,357,356,295,310,267,280,282,248,240,252,227,673,625,620,612,606,603,594,591,581,579,567,566,511,517,544,498,502,490,492,493,483,78,64,114,12,30,25,42,37]"
"71","security","[52,38,5]","[348,70,78,85,13,19,17,47]"
"72","continuing","[151,152,153,146,150,149,141,135,137,55,53,54,52,39,88,90,79,77,59,58,56,38,5]","[850,864,865,863,860,882,872,884,822,843,844,834,756,732,733,748,402,368,363,381,385,306,265,270,272,274,288,235,654,657,624,625,620,622,602,596,586,487,478,435,428,433,431,58,133,134,149,145,165,171,167,14,18]"
"73","chair","[5,137]","[16,752]"
"74","padmé","[56,52,38,5]","[421,353,327,72,113,16,53]"
"75","surprise","[5]","[16]"
"76","decision","[5,58,57,52]","[19,466,465,329]"
"77","hold","[147,150,52,39,106,5]","[827,841,346,210,693,22]"
"78","protect","[142,136,137,55,77,58,38,5]","[767,768,741,748,747,399,582,581,469,71,25]"
"79","master","[152,153,146,147,149,135,136,137,56,53,52,39,106,86,77,61,59,58,38,26,5]","[870,864,862,884,876,807,823,833,718,742,746,750,423,360,365,344,267,227,252,250,256,213,225,688,684,643,646,640,606,602,600,594,591,583,570,566,559,511,498,502,510,509,473,479,447,469,467,440,437,436,435,69,74,78,63,102,115,86,135,129,131,146,143,117,126,125,180,172,174,176,182,188,166,163,169,34,29,26,57,47,42]"
"80","yoda","[152,135,39,58,56,38,5,26]","[862,870,718,227,473,447,467,126,26,34]"
"81","eyes","[55,77,62,57,26]","[399,599,575,519,454,30]"
"82","dark","[152,62,58,56,38,26]","[860,519,474,427,89,90,30,39]"
"83","side","[152,52,79,58,38,26]","[860,310,631,474,89,90,30]"
"84","strong","[26,77,144]","[33,568,789]"
"85","young","[152,144,142,143,56,53,52,39,38,26]","[867,791,768,774,410,379,320,216,440,73,105,79,128,126,33]"
"86","alive","[144,136,90,38,26]","[782,744,662,155,33]"
"87","attack","[135,38,26]","[716,737,87,34]"
"88","dooku","[152,147,150,151,149,142,135,136,53,52,112,77,38]","[856,871,824,842,845,835,773,721,737,741,358,330,713,562,40,36,37]"
"89","times","[141,38,39]","[756,82,175,43,39]"
"90","start","[144,77,58,38]","[785,571,546,467,71,40]"
"91","guards","[38]","[46]"
"92","remember","[142,55,52,59,38]","[768,401,338,278,285,492,49]"
"93","immediately","[38]","[52]"
"94","worry","[148,143,52,39,104,56,38]","[830,775,290,247,259,213,667,426,135,53]"
"95","years","[55,79,77,62,59,38]","[401,629,555,519,501,486,54]"
"96","good","[152,146,55,52,39,91,86,61,56,38]","[878,808,395,312,316,322,323,244,210,663,638,508,429,131,147,119,56]"
"97","moment","[147,142,52,59,38]","[823,769,264,486,167,57]"
"98","annie","[145,136,52,39,107,106,90,86,77,79,59,38]","[804,745,349,324,223,221,218,216,697,699,688,695,684,660,643,623,624,582,492,58,60,65,67,82]"
"99","apprentice","[152,52,112,56,38]","[880,322,707,433,58,93,105,128]"
