"SOURCE NODE ID","TARGET NODE ID","SCENE ID","DIALOGUE ID"
"2","127","73","564"
"2","127","73","577"
"2","127","73","634"
"2","231","38","273"
"2","231","38","273"
"2","231","38","273"
"2","231","38","273"
"2","120","50","435"
"2","120","44","358"
"2","225","38","277"
"2","225","38","277"
"2","225","38","277"
"2","225","38","277"
"2","224","40","304"
"2","119","44","366"
"2","119","73","573"
"2","119","63","519"
"2","127","63","523"
"2","127","63","517"
"2","222","38","277"
"2","222","38","277"
"2","222","38","277"
"2","222","38","277"
"2","127","73","531"
"2","127","63","527"
"2","126","25","182"
"2","126","8","84"
"2","222","44","374"
"2","222","44","372"
"2","125","73","577"
"2","229","41","338"
"2","125","16","132"
"2","124","73","557"
"2","125","41","324"
"2","121","6","21"
"2","226","140","945"
"2","110","33","190"
"2","107","8","51"
"2","108","73","541"
"2","102","40","316"
"2","102","40","304"
"2","104","39","292"
"2","104","39","292"
"2","104","39","292"
"2","104","39","292"
"2","103","50","439"
"2","104","44","368"
"2","104","41","328"
"2","103","39","288"
"2","103","39","288"
"2","103","39","288"
"2","103","39","288"
"2","115","16","122"
"2","115","16","132"
"2","115","25","182"
"2","115","25","182"
"2","115","25","182"
"2","115","50","434"
"2","115","39","286"
"2","115","39","286"
"2","115","39","286"
"2","115","39","286"
"2","115","16","134"
"2","115","40","320"
"2","113","39","288"
"2","113","39","288"
"2","113","39","288"
"2","113","39","288"
"2","113","44","387"
"2","221","41","338"
"2","116","5","4"
"2","218","25","182"
"2","92","25","182"
"2","92","8","73"
"2","91","73","622"
"2","92","25","182"
"2","206","44","392"
"2","86","140","945"
"2","91","5","12"
"2","90","20","176"
"2","95","25","182"
"2","95","44","372"
"2","95","41","344"
"2","96","59","483"
"2","96","59","487"
"2","96","114","765"
"2","207","16","132"
"2","95","39","286"
"2","95","39","286"
"2","95","39","286"
"2","95","39","286"
"2","95","38","273"
"2","95","38","273"
"2","95","38","273"
"2","95","38","273"
"2","95","41","342"
"2","99","9","99"
"2","99","33","190"
"2","99","10","105"
"2","99","8","60"
"2","99","8","73"
"2","99","25","182"
"2","209","38","271"
"2","209","38","271"
"2","209","38","271"
"2","209","38","271"
"2","97","59","487"
"2","97","9","95"
"2","96","77","667"
"2","99","8","54"
"2","99","5","20"
"2","97","140","945"
"2","97","63","494"
"2","101","140","945"
"2","212","140","945"
"2","212","140","945"
"2","101","44","381"
"2","77","40","300"
"2","189","16","132"
"2","76","33","198"
"2","73","140","945"
"2","73","140","945"
"2","191","50","439"
"2","191","41","340"
"2","79","114","757"
"2","73","73","638"
"2","73","63","494"
"2","73","41","322"
"2","73","40","306"
"2","73","50","432"
"2","73","50","432"
"2","73","25","182"
"2","73","8","90"
"2","73","8","82"
"2","73","40","304"
"2","84","33","241"
"2","194","44","385"
"2","86","33","192"
"2","86","25","184"
"2","85","33","195"
"2","196","140","945"
"2","82","140","945"
"2","83","73","577"
"2","83","73","626"
"2","83","16","129"
"2","83","41","344"
"2","86","44","396"
"2","86","8","66"
"2","86","44","377"
"2","86","73","622"
"2","86","73","533"
"2","86","73","610"
"2","86","44","394"
"2","81","63","507"
"2","80","41","342"
"2","80","63","494"
"2","80","73","585"
"2","82","38","275"
"2","82","38","275"
"2","82","38","275"
"2","82","38","275"
"2","81","73","536"
"2","81","73","575"
"2","81","73","624"
"2","63","16","139"
"2","63","16","136"
"2","179","44","396"
"2","63","16","139"
"2","63","16","132"
"2","63","114","760"
"2","63","73","547"
"2","64","19","157"
"2","64","8","43"
"2","64","8","51"
"2","63","140","945"
"2","64","5","4"
"2","68","19","157"
"2","60","114","765"
"2","60","73","638"
"2","60","25","182"
"2","61","8","80"
"2","61","19","157"
"2","61","25","182"
"2","61","25","182"
"2","71","50","434"
"2","71","46","403"
"2","71","38","275"
"2","71","38","275"
"2","71","38","275"
"2","71","38","275"
"2","71","16","139"
"2","73","19","157"
"2","73","19","150"
"2","73","6","23"
"2","73","5","20"
"2","73","5","1"
"2","73","40","302"
"2","73","50","432"
"2","73","50","434"
"2","73","63","519"
"2","73","63","517"
"2","73","63","527"
"2","73","63","523"
"2","73","63","511"
"2","73","73","577"
"2","73","73","531"
"2","73","73","564"
"2","182","25","182"
"2","184","25","182"
"2","184","140","945"
"2","69","33","200"
"2","71","16","139"
"2","59","140","945"
"2","59","140","945"
"2","60","19","150"
"2","60","40","316"
"2","60","19","157"
"2","59","63","494"
"2","59","41","322"
"2","59","41","346"
"2","59","44","385"
"2","59","25","182"
"2","144","25","182"
"2","28","39","290"
"2","28","39","290"
"2","28","39","290"
"2","28","39","290"
"2","28","33","241"
"2","150","6","21"
"2","29","38","283"
"2","29","38","283"
"2","29","38","283"
"2","29","38","283"
"2","147","25","182"
"2","148","40","304"
"2","148","41","340"
"2","148","25","182"
"2","29","73","618"
"2","29","73","596"
"2","29","41","328"
"2","30","44","387"
"2","31","19","153"
"2","151","25","182"
"2","31","5","8"
"2","154","63","494"
"2","153","44","392"
"2","31","140","945"
"2","32","19","155"
"2","32","10","117"
"2","154","140","945"
"2","137","8","28"
"2","17","8","82"
"2","143","140","945"
"2","143","38","277"
"2","143","38","277"
"2","143","38","277"
"2","143","38","277"
"2","22","5","1"
"2","20","8","84"
"2","22","16","131"
"2","22","8","73"
"2","22","19","160"
"2","22","33","195"
"2","22","38","273"
"2","22","38","273"
"2","22","38","273"
"2","22","38","273"
"2","22","38","281"
"2","22","38","281"
"2","22","38","281"
"2","22","38","281"
"2","22","41","322"
"2","22","41","326"
"2","22","40","300"
"2","22","40","316"
"2","22","44","368"
"2","22","41","332"
"2","22","41","338"
"2","22","59","489"
"2","22","73","579"
"2","22","73","583"
"2","22","73","585"
"2","22","63","491"
"2","22","73","557"
"2","22","114","751"
"2","22","114","760"
"2","22","41","338"
"2","22","25","182"
"2","22","46","403"
"2","22","44","358"
"2","25","44","358"
"2","25","114","755"
"2","25","50","435"
"2","5","41","338"
"2","5","44","368"
"2","5","44","358"
"2","7","77","667"
"2","7","77","664"
"2","5","140","945"
"2","5","140","945"
"2","5","140","945"
"2","5","73","624"
"2","10","41","340"
"2","10","40","316"
"2","9","33","192"
"2","9","10","114"
"2","9","8","86"
"2","9","8","84"
"2","9","8","66"
"2","9","5","20"
"2","9","5","13"
"2","9","5","18"
"2","9","5","9"
"2","9","5","10"
"2","9","5","8"
"2","132","25","182"
"2","8","20","176"
"2","12","25","182"
"2","12","9","99"
"2","12","73","557"
"2","12","19","150"
"2","12","8","37"
"2","11","16","141"
"2","10","44","360"
"2","5","33","198"
"2","5","33","235"
"2","5","33","239"
"2","5","33","225"
"2","5","33","233"
"2","5","39","288"
"2","5","39","288"
"2","5","39","288"
"2","5","39","288"
"2","5","38","275"
"2","5","38","275"
"2","5","38","275"
"2","5","38","275"
"2","5","38","283"
"2","5","38","283"
"2","5","38","283"
"2","5","38","283"
"2","5","41","322"
"2","5","41","324"
"2","5","40","320"
"2","5","16","129"
"2","5","8","80"
"2","5","19","148"
"2","5","18","146"
"2","5","16","134"
"2","5","19","157"
"2","5","19","153"
"2","5","20","177"
"2","5","50","434"
"2","5","63","491"
"2","5","73","535"
"2","5","73","538"
"2","5","41","332"
"2","5","41","328"
"2","5","41","338"
"2","5","41","334"
"2","5","41","344"
"2","5","41","342"
"2","5","44","363"
"2","5","44","358"
"2","5","46","403"
"2","2","46","400"
"2","5","73","568"
"2","5","25","182"
"2","5","25","182"
"2","5","16","132"
"2","5","38","277"
"2","5","38","277"
"2","5","38","277"
"2","5","38","277"
"2","5","8","70"
"2","2","50","432"
"2","5","8","41"
"2","5","8","30"
"2","5","8","78"
"2","5","8","76"
"2","3","16","129"
"2","2","25","182"
"2","59","50","434"
"2","59","44","377"
"2","59","44","368"
"2","59","44","383"
"2","59","41","328"
"2","59","41","322"
"2","59","44","363"
"2","59","41","338"
"2","59","39","288"
"2","59","39","288"
"2","59","39","288"
"2","59","39","288"
"2","59","39","290"
"2","59","39","290"
"2","59","39","290"
"2","59","39","290"
"2","59","8","49"
"2","59","16","131"
"2","59","20","164"
"2","59","20","172"
"2","59","20","174"
"2","59","33","235"
"2","57","73","571"
"2","173","25","182"
"2","174","38","277"
"2","174","38","277"
"2","174","38","277"
"2","174","38","277"
"2","172","38","271"
"2","172","38","271"
"2","172","38","271"
"2","172","38","271"
"2","56","44","387"
"2","56","5","13"
"2","55","8","60"
"2","54","44","394"
"2","54","44","392"
"2","54","73","568"
"2","54","41","322"
"2","54","41","324"
"2","49","73","638"
"2","49","63","494"
"2","49","40","316"
"2","49","44","358"
"2","59","25","182"
"2","59","16","132"
"2","59","77","667"
"2","59","114","762"
"2","59","114","753"
"2","59","73","575"
"2","59","63","511"
"2","59","63","527"
"2","59","73","608"
"2","59","73","610"
"2","43","73","557"
"2","44","8","54"
"2","44","50","438"
"2","44","73","592"
"2","44","38","283"
"2","44","38","283"
"2","44","38","283"
"2","44","38","283"
"2","161","25","182"
"2","38","114","749"
"2","160","38","271"
"2","160","38","271"
"2","160","38","271"
"2","160","38","271"
"2","160","25","182"
"2","160","25","182"
"2","38","39","294"
"2","38","39","294"
"2","38","39","294"
"2","38","39","294"
"2","42","41","324"
"2","42","39","290"
"2","42","39","290"
"2","42","39","290"
"2","42","39","290"
"2","42","40","316"
"2","40","19","148"
"2","34","25","182"
"2","34","8","70"
"2","35","10","112"
"2","34","10","109"
"2","34","8","84"
"2","34","16","136"
"2","36","10","114"
"2","32","25","182"
"2","32","25","182"
"2","32","25","182"
"2","32","73","614"
"2","34","8","67"
"2","34","8","39"
"2","34","6","21"
"2","34","5","1"
"2","34","8","84"
"2","48","8","86"
"2","48","41","322"
"2","49","5","20"
"2","49","40","306"
"2","169","8","60"
"2","169","50","432"
"2","47","5","18"
"2","47","5","12"
"2","47","19","150"
"2","47","16","122"
"2","47","33","200"
"2","47","19","160"
"2","47","44","377"
"2","47","44","358"
"2","46","16","129"
"2","46","33","233"
"2","167","8","88"
"2","167","25","182"
"2","167","25","182"
"2","167","25","182"
"2","44","73","594"
"2","44","50","439"
"3","127","136","912"
"3","127","136","912"
"3","127","136","912"
"3","127","136","912"
"3","231","131","865"
"3","129","136","916"
"3","129","136","916"
"3","129","136","916"
"3","129","136","916"
"3","129","114","789"
"3","129","114","796"
"3","233","38","270"
"3","233","38","270"
"3","233","38","270"
"3","233","38","270"
"3","119","54","451"
"3","119","59","471"
"3","126","131","865"
"3","229","131","865"
"3","126","8","83"
"3","125","54","455"
"3","229","54","449"
"3","122","114","769"
"3","122","19","156"
"3","122","9","100"
"3","122","19","156"
"3","112","114","792"
"3","112","114","767"
"3","112","114","789"
"3","108","143","965"
"3","108","136","922"
"3","108","136","922"
"3","108","136","922"
"3","108","136","922"
"3","109","131","855"
"3","109","33","219"
"3","107","8","75"
"3","107","8","77"
"3","108","33","197"
"3","102","42","353"
"3","115","16","120"
"3","115","54","455"
"3","115","128","851"
"3","115","114","767"
"3","115","143","965"
"3","115","40","315"
"3","115","50","436"
"3","115","54","453"
"3","113","8","55"
"3","113","136","916"
"3","113","136","916"
"3","113","136","916"
"3","113","136","916"
"3","115","6","24"
"3","115","5","19"
"3","115","10","106"
"3","118","114","789"
"3","220","9","96"
"3","220","9","98"
"3","115","131","865"
"3","93","54","451"
"3","93","54","449"
"3","93","143","946"
"3","200","19","156"
"3","197","19","156"
"3","201","38","270"
"3","201","38","270"
"3","201","38","270"
"3","201","38","270"
"3","88","143","991"
"3","200","19","156"
"3","200","19","156"
"3","90","73","550"
"3","95","41","343"
"3","95","38","274"
"3","95","38","274"
"3","95","38","274"
"3","95","38","274"
"3","95","114","815"
"3","96","59","471"
"3","207","131","865"
"3","95","38","284"
"3","95","38","284"
"3","95","38","284"
"3","95","38","284"
"3","95","41","343"
"3","95","75","641"
"3","95","59","471"
"3","95","75","645"
"3","95","114","803"
"3","99","115","821"
"3","99","115","821"
"3","99","115","821"
"3","99","115","821"
"3","99","131","868"
"3","99","20","178"
"3","99","8","87"
"3","99","9","98"
"3","211","38","270"
"3","211","38","270"
"3","211","38","270"
"3","211","38","270"
"3","211","41","325"
"3","210","19","156"
"3","97","41","331"
"3","97","9","94"
"3","99","5","19"
"3","97","9","96"
"3","97","9","94"
"3","101","42","353"
"3","101","75","650"
"3","101","75","652"
"3","101","131","865"
"3","101","131","865"
"3","213","41","325"
"3","101","131","865"
"3","211","136","920"
"3","211","136","920"
"3","211","136","920"
"3","211","136","920"
"3","211","131","865"
"3","211","131","865"
"3","211","75","643"
"3","101","33","217"
"3","77","8","72"
"3","77","8","79"
"3","77","9","96"
"3","76","143","1009"
"3","188","38","270"
"3","188","38","270"
"3","188","38","270"
"3","188","38","270"
"3","75","8","61"
"3","74","143","965"
"3","77","59","468"
"3","77","19","156"
"3","77","9","96"
"3","77","8","79"
"3","77","114","803"
"3","73","143","998"
"3","73","143","1009"
"3","73","136","912"
"3","73","136","912"
"3","73","136","912"
"3","73","136","912"
"3","73","114","778"
"3","73","114","796"
"3","73","73","590"
"3","73","75","654"
"3","73","131","865"
"3","73","42","353"
"3","73","50","436"
"3","73","38","270"
"3","73","38","270"
"3","73","38","270"
"3","73","38","270"
"3","73","38","270"
"3","73","38","270"
"3","73","38","270"
"3","73","38","270"
"3","84","40","315"
"3","195","19","156"
"3","86","8","65"
"3","193","131","865"
"3","82","41","325"
"3","83","41","345"
"3","86","38","282"
"3","86","38","282"
"3","86","38","282"
"3","86","38","282"
"3","81","131","865"
"3","81","131","865"
"3","81","131","865"
"3","191","131","865"
"3","81","143","991"
"3","82","33","221"
"3","82","33","213"
"3","82","114","803"
"3","82","114","794"
"3","63","114","773"
"3","63","73","550"
"3","64","8","46"
"3","67","40","309"
"3","60","75","654"
"3","60","59","470"
"3","60","46","410"
"3","60","73","590"
"3","60","19","156"
"3","60","143","1009"
"3","61","131","865"
"3","61","131","865"
"3","61","131","865"
"3","61","73","590"
"3","61","114","792"
"3","61","136","912"
"3","61","136","912"
"3","61","136","912"
"3","61","136","912"
"3","61","143","1000"
"3","61","8","79"
"3","71","46","402"
"3","72","20","181"
"3","73","19","156"
"3","73","8","89"
"3","73","33","203"
"3","73","33","191"
"3","73","19","163"
"3","73","19","159"
"3","73","40","321"
"3","73","41","329"
"3","73","40","311"
"3","73","50","433"
"3","73","46","410"
"3","68","114","777"
"3","68","143","965"
"3","182","38","270"
"3","182","38","270"
"3","182","38","270"
"3","182","38","270"
"3","183","38","270"
"3","183","38","270"
"3","183","38","270"
"3","183","38","270"
"3","71","33","196"
"3","71","40","321"
"3","71","38","274"
"3","71","38","274"
"3","71","38","274"
"3","71","38","274"
"3","176","8","61"
"3","60","6","26"
"3","60","40","311"
"3","59","41","323"
"3","59","50","436"
"3","59","50","436"
"3","59","51","446"
"3","26","114","798"
"3","146","54","456"
"3","144","8","63"
"3","144","9","94"
"3","26","59","471"
"3","28","75","650"
"3","147","6","24"
"3","28","38","284"
"3","28","38","284"
"3","28","38","284"
"3","28","38","284"
"3","148","42","347"
"3","147","19","156"
"3","29","114","794"
"3","31","19","152"
"3","31","8","87"
"3","30","131","865"
"3","30","136","930"
"3","30","136","930"
"3","30","136","930"
"3","30","136","930"
"3","153","131","865"
"3","154","42","353"
"3","152","8","72"
"3","152","131","865"
"3","32","33","211"
"3","32","9","94"
"3","154","131","865"
"3","16","5","19"
"3","18","5","19"
"3","139","131","865"
"3","141","131","865"
"3","143","131","865"
"3","143","8","71"
"3","143","38","276"
"3","143","38","276"
"3","143","38","276"
"3","143","38","276"
