"DIALOGUE ID","START TIME","END TIME"
"1","00:02:28","00:02:35"
"2","00:02:36","00:02:45"
"3","00:02:43","00:02:45"
"4","00:03:14","00:03:17"
"5","00:03:14","00:03:17"
"6","00:03:55","00:03:58"
"7","00:03:59","00:04:03"
"8","00:04:04","00:04:07"
"9","00:04:07","00:04:10"
"10","00:04:12","00:04:15"
"11","00:04:15","00:04:21"
"12","00:04:21","00:04:24"
"13","00:04:24","00:04:27"
"14","00:04:28","00:04:37"
"15","00:04:38","00:04:39"
"16","00:04:39","00:04:47"
"17","00:05:05","00:05:11"
"18","00:05:14","00:05:21"
"19","00:05:19","00:05:49"
"20","00:05:45","00:05:49"
"21","00:05:52","00:05:54"
"22","00:05:52","00:05:54"
"23","00:06:17","00:06:23"
"24","00:06:22","00:06:23"
"25","00:06:22","00:06:23"
"26","00:06:22","00:06:38"
"27","00:06:36","00:06:38"
"28","00:07:16","00:07:24"
"29","00:07:22","00:07:24"
"30","00:07:42","00:07:48"
"31","00:07:57","00:08:01"
"32","00:07:57","00:08:01"
"33","00:07:57","00:08:01"
"34","00:08:42","00:08:44"
"35","00:08:42","00:08:44"
"36","00:08:49","00:08:51"
"37","00:08:49","00:09:37"
"38","00:09:39","00:09:44"
"39","00:09:45","00:10:03"
"40","00:10:03","00:10:18"
"41","00:10:19","00:10:24"
"42","00:10:37","00:10:45"
"43","00:11:16","00:11:21"
"44","00:11:21","00:11:23"
"45","00:11:23","00:11:25"
"46","00:11:25","00:11:27"
"47","00:11:27","00:11:29"
"48","00:11:30","00:11:33"
"49","00:11:33","00:11:39"
"50","00:11:41","00:12:00"
"51","00:12:05","00:12:16"
"52","00:12:13","00:12:16"
"53","00:12:13","00:12:16"
"54","00:12:13","00:12:16"
"55","00:12:13","00:12:16"
"56","00:12:13","00:12:16"
"57","00:12:13","00:15:25"
"58","00:15:40","00:15:51"
"59","00:15:55","00:16:18"
"60","00:16:26","00:16:31"
"61","00:16:29","00:16:31"
"62","00:16:37","00:16:39"
"63","00:16:37","00:19:34"
"64","00:19:36","00:19:40"
"65","00:19:40","00:19:44"
"66","00:19:40","00:19:44"
"67","00:19:44","00:19:48"
"68","00:19:44","00:19:48"
"69","00:19:51","00:19:52"
"70","00:19:57","00:20:00"
"71","00:19:57","00:20:00"
"72","00:20:03","00:20:05"
"73","00:20:08","00:20:10"
"74","00:20:20","00:20:40"
"75","00:20:37","00:20:49"
"76","00:20:49","00:20:59"
"77","00:21:03","00:21:11"
"78","00:21:09","00:21:11"
"79","00:21:15","00:21:17"
"80","00:21:31","00:21:33"
"81","00:21:31","00:21:33"
"82","00:21:38","00:21:41"
"83","00:21:38","00:21:52"
"84","00:21:48","00:22:00"
"85","00:22:04","00:22:06"
"86","00:23:03","00:23:05"
"87","00:23:12","00:23:15"
"88","00:23:19","00:23:21"
"89","00:23:23","00:23:25"
"90","00:23:23","00:23:25"
"91","00:23:23","00:23:25"
"92","00:23:41","00:23:48"
"93","00:23:48","00:24:03"
"94","00:24:03","00:24:18"
"95","00:24:18","00:24:30"
"96","00:24:32","00:24:44"
"97","00:24:40","00:24:44"
"98","00:25:15","00:28:14"
"99","00:28:09","00:28:14"
"100","00:28:09","00:28:14"
"101","00:28:32","00:28:36"
"102","00:28:32","00:28:36"
"103","00:28:36","00:28:38"
"104","00:28:36","00:28:38"
"105","00:28:38","00:28:41"
"106","00:28:38","00:28:41"
"107","00:28:41","00:28:44"
"108","00:28:47","00:28:56"
"109","00:28:56","00:28:58"
"110","00:29:00","00:29:09"
"111","00:29:09","00:29:16"
"112","00:29:18","00:29:20"
"113","00:29:20","00:29:28"
"114","00:30:19","00:30:24"
"115","00:30:21","00:30:28"
"116","00:30:28","00:30:31"
"117","00:30:31","00:30:36"
"118","00:30:34","00:30:49"
"119","00:30:51","00:30:55"
"120","00:30:55","00:31:01"
"121","00:31:04","00:31:06"
"122","00:31:04","00:31:43"
"123","00:31:48","00:31:56"
"124","00:32:01","00:32:39"
"125","00:33:03","00:33:05"
"126","00:33:15","00:33:16"
"127","00:33:23","00:33:25"
"128","00:33:23","00:33:25"
"129","00:33:31","00:33:33"
"130","00:35:29","00:35:32"
"131","00:35:29","00:35:32"
"132","00:35:29","00:35:32"
"133","00:35:29","00:35:32"
"134","00:35:29","00:35:32"
"135","00:35:29","00:35:32"
"136","00:35:29","00:35:32"
"137","00:35:29","00:35:32"
"138","00:35:29","00:35:32"
"139","00:35:12","00:35:16"
"140","00:35:28","00:35:32"
"141","00:35:29","00:35:32"
"142","00:35:29","00:35:32"
"143","00:35:35","00:35:36"
"144","00:35:35","00:35:41"
"145","00:35:46","00:35:48"
"146","00:35:48","00:36:02"
"147","00:36:00","00:36:02"
"148","00:36:14","00:36:17"
"149","00:36:22","00:36:23"
"150","00:36:22","00:36:23"
"151","00:36:31","00:36:34"
"152","00:36:31","00:36:34"
"153","00:36:31","00:36:34"
"154","00:36:31","00:36:34"
"155","00:36:31","00:36:34"
"156","00:36:31","00:36:34"
"157","00:36:31","00:36:34"
"158","00:36:31","00:36:34"
"159","00:36:31","00:36:34"
"160","00:36:31","00:36:34"
"161","00:37:13","00:37:18"
"162","00:37:18","00:37:24"
"163","00:37:21","00:37:24"
"164","00:38:42","00:38:46"
"165","00:38:46","00:38:55"
"166","00:38:57","00:38:59"
"167","00:38:59","00:39:18"
"168","00:39:13","00:39:18"
"169","00:39:22","00:39:26"
"170","00:39:52","00:39:58"
"171","00:39:58","00:40:23"
"172","00:40:30","00:40:39"
"173","00:40:39","00:40:41"
"174","00:40:43","00:41:05"
"175","00:41:07","00:41:13"
"176","00:41:13","00:41:18"
"177","00:41:21","00:41:45"
"178","00:41:53","00:41:55"
"179","00:42:04","00:42:06"
"180","00:42:11","00:42:14"
"181","00:42:18","00:42:20"
"182","00:42:26","00:42:29"
"183","00:42:26","00:42:29"
"184","00:42:34","00:42:36"
"185","00:42:41","00:42:59"
"186","00:43:01","00:43:03"
"187","00:43:04","00:43:31"
"188","00:43:38","00:44:32"
"189","00:45:41","00:45:52"
"190","00:45:53","00:45:54"
"191","00:46:04","00:46:08"
"192","00:46:04","00:46:30"
"193","00:46:30","00:46:37"
"194","00:46:34","00:46:37"
"195","00:46:38","00:46:41"
"196","00:46:42","00:46:58"
"197","00:46:54","00:46:58"
"198","00:46:54","00:47:05"
"199","00:47:08","00:47:11"
"200","00:47:11","00:47:13"
"201","00:47:11","00:47:13"
"202","00:47:11","00:47:13"
"203","00:47:11","00:47:13"
"204","00:47:11","00:47:16"
"205","00:47:16","00:47:19"
"206","00:47:22","00:47:29"
"207","00:47:30","00:47:32"
"208","00:47:34","00:47:37"
"209","00:47:38","00:47:40"
"210","00:47:38","00:48:01"
"211","00:48:03","00:48:07"
"212","00:48:03","00:48:17"
"213","00:48:14","00:48:17"
"214","00:48:14","00:48:17"
"215","00:48:40","00:48:42"
"216","00:48:43","00:48:54"
"217","00:48:55","00:48:59"
"218","00:49:07","00:49:10"
"219","00:49:11","00:49:43"
"220","00:49:39","00:50:36"
"221","00:50:36","00:50:37"
"222","00:50:39","00:50:41"
"223","00:50:41","00:50:42"
"224","00:50:41","00:50:56"
"225","00:50:51","00:50:56"
"226","00:51:00","00:51:03"
"227","00:51:03","00:51:07"
"228","00:51:08","00:51:16"
"229","00:51:12","00:51:18"
"230","00:51:24","00:51:27"
