"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"45","3po","[63,14,60]","[277,84,268]"
"46","ackbar","[51]","[219]"
"47","alliance","[77,73]","[401,349]"
"48","anakin","[70,37]","[318,146]"
"49","anger","[26]","[124]"
"50","angry","[9,73,49]","[49,344,194]"
"51","appears","[73]","[339]"
"52","armed","[68]","[311]"
"53","arrives","[5]","[19]"
"54","artoo","[5,98,37,98,21,7,73,7,110,98,98,37,5,70,9,110,5,5,6,98,90,49,65,7,73,5]","[23,467,148,471,119,39,349,36,495,470,472,146,25,321,50,494,19,24,33,473,441,189,288,41,352,22]"
"55","assembled","[43,51]","[161,226]"
"56","attack","[89,89,94,96,75,92,102,80,84,100,51,73,51,51,123]","[430,432,450,456,388,447,483,412,420,481,216,346,218,220,539]"
"57","back","[3,13,10,51,13,98,52,98,49,19,5,65,75,43,115,3,118,38,90,78,75,56,97,90,64,68,75,66,49,124,48,9,74,70,82,17,69,74,82]","[16,63,57,229,74,473,235,470,203,110,19,283,373,161,514,7,527,154,438,408,388,251,460,441,281,308,382,299,198,549,175,50,356,330,415,98,313,358,416]"
"58","bad","[6,13,78,14,60]","[26,79,408,83,268]"
"59","bargain","[13,13,6,6]","[63,76,30,28]"
"60","battle","[51,49,51]","[216,214,219]"
"61","bear","[13]","[63]"
"62","beautiful","[64]","[281]"
"63","ben","[43]","[162]"
"64","betray","[89,80,86,37]","[426,412,422,146]"
"65","big","[14]","[84]"
"66","blast","[108]","[487]"
"67","boba","[16,34]","[94,131]"
"68","bounty","[9,10]","[54,59]"
"69","brave","[77]","[398]"
"70","bring","[13,48,17,70,75,69,13,13,80,56]","[63,181,98,318,384,314,76,65,413,251]"
"71","bunker","[75,70]","[384,326]"
"72","care","[14,73,51,13]","[84,346,220,63]"
"73","chance","[77,14]","[393,84]"
"74","chewie","[34,16,78,70,49,10,34,34,70,16,54,69,20,51,16,34,14,32,5,14,70,58,60,90,116,13,9,70,30,58,32,54,70,4,51,58,48,51,58,49,63,64]","[139,93,409,317,196,57,144,140,325,94,241,315,117,220,95,135,84,129,19,80,326,257,268,438,515,63,55,318,125,253,127,244,316,17,216,259,188,232,254,204,273,281]"
"74","chewbacca","[58,58,34,63,20,30,58,49,32,90,32,69,70,14,16,70,64,16,34,48,14,58,70,116,51,60,78,49,4,9,70,34,16,54,34,10,51,54,13,70,5,51]","[253,254,139,273,117,125,257,204,129,438,127,315,318,80,94,325,281,95,140,188,84,259,317,515,220,268,409,196,17,55,316,135,93,244,144,57,232,241,63,326,19,216]"
"75","city","[64]","[281]"
"76","clear","[52]","[235]"
"77","close","[20,112,96,64,90,51,77,112,124]","[117,497,452,279,438,229,398,498,551]"
"78","code","[51,1,49,51,58,1,135,58,58,58]","[224,1,210,216,254,2,566,264,256,265]"
"79","coming","[5,110,51,94,3,49,128,73,65,75,94,96,100,74,17,64,75,77]","[19,492,229,449,13,196,559,352,282,375,450,454,477,358,98,281,388,393]"
"80","commander","[3,118,103,2,3,77,3]","[16,526,485,4,7,392,14]"
"81","complete","[121,77,48,19,70,113,89,77]","[533,399,175,110,318,503,426,405]"
"82","conflict","[80,70]","[413,326]"
"83","confront","[21,68]","[118,306]"
"84","continue","[82]","[416]"
"85","control","[78]","[408]"
"86","craft","[75,77]","[368,392]"
"87","crazy","[48,13]","[171,63]"
"88","cruisers","[51,109,96,48]","[220,490,456,188]"
"89","cut","[52,75]","[234,388]"
"90","dark","[26]","[124]"
"91","darth","[49,49,48,49]","[204,192,178,203]"
"92","dead","[73,70]","[349,326]"
"93","dear","[5,78,13]","[23,408,79]"
"94","deck","[37,37,17]","[146,147,98]"
"95","decreed","[13]","[79]"
"96","deflector","[90]","[438]"
"97","destiny","[89]","[428]"
"98","destroy","[89,77,13]","[436,398,75]"
"99","die","[94,89,13,14]","[450,436,76,84]"
"100","distance","[51]","[216]"
"101","door","[70,82,118,82,49]","[330,415,527,416,204]"
"102","double","[5]","[19]"
"103","droid","[8,9,9,7,9,37,9]","[42,49,51,37,43,150,50]"
"104","easy","[64,16,16]","[281,93,95]"
"105","emperor","[66,3,43,26,48,51,77,102,5,77,66,70,75,3,49,75,70,49,68,4,48,46,77,69,66,48,77]","[303,16,162,124,174,218,394,484,19,398,302,326,388,11,210,382,318,206,306,18,188,164,399,314,304,171,406]"
"106","excellency","[14]","[84]"
"107","expecting","[73,69]","[349,314]"
"108","eyes","[20,14,48,94,16,128,17,37]","[114,84,170,450,95,558,98,146]"
"109","face","[17,64]","[98,281]"
"110","fall","[48]","[174]"
"111","father","[75,49,70,75,70,116,49,21,77,77,48,89,69,97,89,49,46,97,49,43,49,73,75,64,77,116,26,21,121,89,37,124,128,49,49,80,75,49,77,48,49,89]","[382,192,326,375,318,519,191,120,407,397,178,430,315,459,427,203,164,462,205,162,210,349,372,281,395,517,124,118,536,428,146,543,561,204,212,412,371,194,405,181,196,436]"
"112","feel","[77,64,97]","[402,281,460]"
"113","feelings","[64,86,89,70]","[281,422,426,326]"
