"SOURCE NODE ID","TARGET NODE ID","SOURCE SCENE ID","TARGET SCENE ID"
"313","306","63","62"
"307","306","103","102"
"307","306","103","102"
"307","306","103","102"
"307","306","103","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"398","306","101","102"
"341","306","58","59"
"306","307","102","103"
"306","307","102","103"
"306","307","102","103"
"306","307","102","103"
"346","307","104","103"
"363","308","43","44"
"310","309","34","35"
"407","309","36","35"
"309","310","35","34"
"377","310","33","34"
"313","311","63","64"
"362","312","112","113"
"387","312","114","113"
"387","312","114","113"
"387","312","114","113"
"387","312","114","113"
"306","313","62","63"
"311","313","64","63"
"360","314","120","119"
"389","314","118","119"
"324","315","129","128"
"383","315","127","128"
"380","316","123","122"
"359","316","121","122"
"392","317","24","25"
"356","317","14","13"
"322","317","12","11"
"322","317","12","13"
"321","317","10","9"
"321","317","10","11"
"387","318","40","41"
"365","318","42","41"
"319","318","3","4"
"318","319","4","3"
"317","321","9","10"
"317","321","11","10"
"317","322","13","12"
"317","322","11","12"
"378","324","130","129"
"315","324","128","129"
"334","326","80","81"
"334","326","80","81"
"334","326","80","81"
"334","326","80","81"
"330","326","82","81"
"330","326","82","81"
"330","326","82","81"
"330","326","82","81"
"393","327","100","99"
"393","327","100","99"
"393","327","100","99"
"393","327","100","99"
"342","327","77","76"
"338","327","74","75"
"329","327","97","98"
"327","329","98","97"
"326","330","81","82"
"326","330","81","82"
"326","330","81","82"
"326","330","81","82"
"331","330","88","87"
"331","330","83","82"
"336","331","89","88"
"330","331","82","83"
"330","331","87","88"
"336","332","89","90"
"336","332","91","90"
"336","332","91","92"
"342","334","77","78"
"326","334","81","80"
"326","334","81","80"
"326","334","81","80"
"326","334","81","80"
"420","335","67","66"
"332","336","90","89"
"332","336","90","91"
"332","336","92","91"
"331","336","88","89"
"339","337","70","69"
"366","337","68","69"
"327","338","75","74"
"340","338","73","74"
"386","339","71","70"
"337","339","69","70"
"338","340","74","73"
"344","341","57","58"
"306","341","59","58"
"394","342","48","49"
"334","342","78","77"
"327","342","76","77"
"345","343","55","54"
"420","343","53","54"
"394","344","56","57"
"341","344","58","57"
"394","345","56","55"
"343","345","54","55"
"395","346","105","104"
"307","346","103","104"
"376","347","22","23"
"392","347","24","23"
"365","348","137","138"
"371","349","18","17"
"413","350","148","147"
"413","350","148","147"
"413","350","148","147"
"413","350","148","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"356","350","146","147"
"375","354","21","20"
"374","354","19","20"
"391","356","15","14"
"358","356","145","146"
"358","356","145","146"
"358","356","145","146"
"358","356","145","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"350","356","147","146"
"317","356","13","14"
"363","357","117","116"
"417","357","115","116"
"417","357","115","116"
"417","357","115","116"
"417","357","115","116"
"356","358","146","145"
"356","358","146","145"
"356","358","146","145"
"356","358","146","145"
"316","359","122","121"
"360","359","120","121"
"361","360","39","38"
"359","360","121","120"
"314","360","119","120"
"387","361","40","39"
"360","361","38","39"
"387","362","111","112"
"312","362","113","112"
"308","363","44","43"
"394","363","48","47"
"389","363","118","117"
"365","363","42","43"
"357","363","116","117"
"363","365","43","42"
"348","365","138","137"
"318","365","41","42"
"420","366","67","68"
"337","366","69","68"
"374","371","19","18"
"349","371","17","18"
"375","372","142","141"
"375","373","142","143"
"354","374","20","19"
"371","374","18","19"
"372","375","141","142"
"373","375","143","142"
"376","375","22","21"
"354","375","20","21"
"375","376","21","22"
"347","376","23","22"
"310","377","34","33"
"413","377","32","33"
"379","378","131","130"
"324","378","129","130"
"378","379","130","131"
"382","379","132","131"
"316","380","122","123"
"381","380","124","123"
"399","381","125","124"
"380","381","123","124"
"379","382","131","132"
"400","383","126","127"
"315","383","128","127"
"339","386","70","71"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"417","387","115","114"
"312","387","113","114"
"312","387","113","114"
"312","387","113","114"
"312","387","113","114"
"361","387","39","40"
"362","387","112","111"
"318","387","41","40"
"314","389","119","118"
"363","389","117","118"
"356","391","14","15"
"347","392","23","24"
"317","392","25","24"
"395","393","105","106"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"398","393","101","100"
"327","393","99","100"
"327","393","99","100"
"327","393","99","100"
"327","393","99","100"
"363","394","47","48"
"344","394","57","56"
"345","394","55","56"
"342","394","49","48"
"346","395","104","105"
"393","395","106","105"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"306","398","102","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"393","398","100","101"
"400","399","126","125"
"381","399","124","125"
"383","400","127","126"
"399","400","125","126"
"413","404","148","149"
"309","407","35","36"
"404","413","149","148"
"377","413","33","32"
"350","413","147","148"
"350","413","147","148"
"350","413","147","148"
"350","413","147","148"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"387","417","114","115"
"357","417","116","115"
"357","417","116","115"
"357","417","116","115"
"357","417","116","115"
"421","420","52","51"
"421","420","52","53"
"366","420","68","67"
"343","420","54","53"
"335","420","66","67"
"420","421","53","52"
"420","421","51","52"
