"SCENE ID","START TIME","END TIME"
"262","01:48:19","01:48:21"
"268","01:48:36","01:48:40"
"269","01:48:43","01:48:46"
"270","01:48:47","01:48:49"
"274","01:48:55","01:48:58"
"275","01:48:55","01:49:00"
"276","01:49:00","01:49:03"
"277","01:49:03","01:49:05"
"278","01:49:05","01:49:07"
"280","01:49:11","01:49:12"
"284","01:49:16","01:49:17"
"287","01:49:24","01:49:27"
"288","01:49:24","01:49:30"
"289","01:49:27","01:49:35"
"293","01:49:37","01:49:39"
"295","01:49:39","01:49:42"
"298","01:49:48","01:49:55"
"301","01:49:59","01:50:01"
"302","01:50:01","01:50:07"
"304","01:50:09","01:50:12"
"305","01:50:15","01:50:21"
"306","01:50:23","01:50:26"
"307","01:50:26","01:50:28"
"309","01:50:30","01:50:34"
"316","01:50:48","01:50:51"
"317","01:50:48","01:50:51"
"318","01:50:51","01:50:53"
"320","01:50:54","01:52:22"
"360","01:52:23","01:52:38"
"361","01:52:39","01:52:41"
"367","01:52:49","01:52:50"
"369","01:52:54","01:52:58"
"370","01:52:58","01:53:09"
"374","01:53:09","01:53:14"
"375","01:53:11","01:53:14"
"376","01:53:15","01:53:17"
"381","01:53:31","01:53:33"
"382","01:53:34","01:53:39"
"383","01:53:39","01:53:41"
"385","01:53:41","01:53:44"
"386","01:53:44","01:53:46"
"388","01:53:53","01:53:55"
"389","01:53:55","01:53:59"
"391","01:54:03","01:54:05"
"392","01:54:05","01:54:06"
"393","01:54:06","01:54:09"
"395","01:54:15","01:54:19"
"402","01:54:39","01:54:41"
"403","01:54:41","01:54:44"
"404","01:54:41","01:54:44"
"406","01:54:45","01:54:47"
"408","01:54:50","01:54:52"
"410","01:54:56","01:55:05"
"423","01:55:15","01:55:17"
"424","01:55:17","01:55:18"
"432","01:55:39","01:55:41"
"434","01:55:44","01:55:47"
"436","01:55:48","01:55:50"
"439","01:55:58","01:56:04"
"440","01:56:20","01:56:25"
"449","01:56:26","01:56:32"
"454","01:56:46","01:56:47"
"457","01:56:50","01:56:54"
"466","01:57:01","01:57:04"
"467","01:57:01","01:57:04"
"471","01:57:11","01:57:17"
"475","01:57:27","01:57:29"
"476","01:57:31","01:57:35"
"479","01:58:00","01:58:21"
