"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"66","3po","[105,125,116,122,116,118,48,115,117,105,44,117,124,127]","[580,695,677,688,675,681,298,670,678,561,246,680,689,697]"
"67","aboard","[16,16,191,205,68,12]","[50,51,776,825,405,34]"
"68","academy","[33,31]","[189,185]"
"69","appears","[86,87,86,16,86,30,59,197,59,84,105,101,45,84,84,63,16,59,81,56,45,53,63,45,86]","[449,480,469,45,446,171,357,795,343,431,543,513,272,436,430,382,51,356,424,323,271,306,383,273,465]"
"69","alderaan","[84,53,59,81,56,59,59,30,45,86,16,86,84,197,86,87,45,63,101,105,16,45,84,86,63]","[430,306,343,424,323,357,356,171,273,446,51,449,436,795,465,480,271,382,513,543,45,272,431,469,383]"
"70","approaching","[207,41]","[834,228]"
"71","area","[105,130,201]","[565,709,801]"
"72","arms","[86]","[451]"
"73","artoo","[143,30,56,466,125,86,7,86,192,64,466,205,479,466,278,466,105,48]","[749,158,326,971,694,447,7,452,782,384,966,829,999,959,881,978,584,298]"
"74","asked","[30]","[150]"
"75","attack","[224,197,288,293,318,217,47,225,288,320,466,361,45]","[850,796,891,894,910,844,289,851,892,917,948,939,271]"
"76","back","[41,12,105,204,33,30,132,66,278,30,43,19,60,30,466,278,47,201,12,59,112,466,132,479,41,466,278,278,205,361,141,479,112,48,30,205]","[224,31,562,810,189,172,723,400,878,167,245,72,364,164,954,879,288,804,33,362,630,962,722,995,225,953,873,881,825,939,743,994,628,300,163,831]"
"77","base","[84,320,466,320,466,16,471,52,84,320,466,86]","[433,924,969,919,949,48,989,304,430,925,980,473]"
"78","bath","[30]","[129]"
"79","battle","[12,47,197,47,201,16,12,192,201,47,204]","[35,286,796,281,800,51,38,784,798,282,811]"
"80","bay","[59]","[358]"
"81","beam","[105,148,95,103,141]","[537,757,506,524,747]"
"82","begins","[79]","[417]"
"83","ben","[30,205,43,30,110,31,105]","[159,818,235,162,611,179,545]"
"84","big","[115,59,130,48,86,130,66]","[636,348,707,296,465,703,401]"
"85","biggs","[205,247,466,12,19,30,361,205,278,33,33,12,280,205]","[820,871,950,30,71,130,939,826,874,189,192,34,886,819]"
"86","blast","[66,280,115,115,34,105,66,12,86,140,34,86,141,66,19,280,41,86,73,48,72,139,132,57,143,132,139]","[401,888,659,660,203,586,397,28,462,738,202,456,747,396,84,886,223,465,411,299,410,737,721,340,754,722,736]"
"87","boasting","[68]","[403]"
"88","bocce","[29]","[110]"
"89","boy","[59,45,225,66,84,34,66,318,103,105,43,30]","[349,277,851,398,436,207,401,910,523,538,236,141]"
"90","bring","[30,8]","[167,16]"
"91","call","[30,192,86,10]","[136,779,466,20]"
"92","captain","[59,30,30]","[343,159,156]"
"93","careful","[57,86]","[338,465]"
"94","cell","[112,109,112,109]","[630,598,631,594]"
"95","center","[30]","[134]"
"96","check","[59,64]","[362,384]"
"97","chewbacca","[95,105,105,57,87,130,73,105,59,130,73,105,111,95,91,86]","[505,544,583,341,477,705,411,561,343,704,412,545,624,506,504,465]"
"98","choice","[61,29,66,86]","[372,103,400,449]"
"99","circle","[140]","[738]"
"100","cleaning","[31,33]","[178,189]"
"101","close","[45,100,139,466,361,318,84,320,19,139,81]","[259,511,736,950,939,910,436,937,67,737,421]"
"102","coming","[278,170,136,318,361,148,244,86,307,60,205,247]","[873,765,732,910,939,757,863,465,905,364,820,865]"
"103","computer","[466,201,201,361,105,466,105,304,105,8]","[955,804,803,939,536,976,535,901,534,11]"
"104","concern","[31,47]","[184,284]"
"105","control","[136,47,109,115,106,47,115]","[729,285,599,648,588,286,636]"
"106","copy","[105,288,318,132,125,113,227]","[531,891,910,716,691,632,854]"
"107","cover","[309,247,361]","[906,865,939]"
"108","crews","[204,244]","[807,863]"
"109","dangerous","[50,16,34,47]","[303,51,205,282]"
"110","darth","[140,45,140]","[740,265,742]"
"111","demonstrated","[201,63]","[800,382]"
"112","destroy","[47,86,244,45,201]","[290,465,863,265,800]"
"113","devotion","[47,43]","[291,237]"
"114","direction","[7,26]","[9,96]"
"115","doomed","[1,28]","[2,99]"
"116","drafted","[19]","[93]"
"117","droid","[30,205,57,34,55,102,26,55,53,45,86,31,34,36,33,105,59,55,105,43,38,55,53,33,55,31,31,43,31,29,102,86]","[133,829,329,202,316,518,97,314,305,271,465,186,208,213,194,541,349,315,560,244,221,308,306,189,309,185,184,237,187,110,517,451]"
"118","eisley","[45,54,101]","[279,307,514]"
"119","emperor","[47]","[285]"
"120","empire","[53,45,45,19,30,19,87,12,19,86,201,45,45,45,53]","[306,265,264,80,143,87,484,42,86,465,798,271,263,275,305]"
"121","entire","[30,86,105]","[167,465,535]"
"122","eyes","[320,86,318]","[928,463,910]"
"123","falcon","[59,59]","[343,345]"
"124","fall","[278,18]","[873,55]"
"125","fast","[170,59,81,127]","[765,348,423,697]"
"126","father","[53,45,45,45,31,45,45,45,33,45,31]","[306,271,255,258,182,262,252,253,189,265,183]"
"127","fault","[127]","[697]"
"128","feel","[111,102,86,45]","[614,522,465,280]"
"129","field","[86,45]","[465,267]"
"130","fighter","[91,201,201,87,86,87]","[496,800,798,488,465,490]"
"131","find","[136,19,47,47,16,19,109,47,102,56,105,54,56,79,81]","[729,79,291,287,48,80,598,292,517,322,562,307,323,416,425]"
"132","fire","[232,278,228,244,361,11,111,86]","[856,873,855,863,939,23,617,465]"
"133","firing","[207,12]","[834,39]"
"134","follow","[205,116,45]","[817,672,258]"
"135","fool","[103]","[527]"
"136","force","[86,476,45,111,45,47,86,45,45,45,111,86,361,45,204,47,111,111,205,86,111,56,86,466,201,53,466,105]","[457,992,265,616,272,290,442,266,277,267,614,458,939,278,813,291,617,621,833,465,622,322,453,974,805,306,972,543]"
"137","forward","[61]","[375]"
"138","found","[61,8,192,86,105,105,61,84,120,105,56,105,45]","[367,16,784,465,536,552,369,436,685,535,324,554,270]"
"139","friend","[43,111,141,19,30,192,45,45,19]","[231,617,745,93,147,787,268,257,78]"
"140","front","[298,222]","[897,848]"
"141","full","[63,95]","[382,508]"
"142","galaxy","[45,86,45]","[268,465,257]"
