"SCENE ID","START TIME","END TIME"
"1","00:03:13","00:03:20"
"2","00:03:41","00:04:48"
"4","00:04:56","00:06:13"
"5","00:06:14","00:06:17"
"6","00:06:22","00:08:52"
"8","00:08:52","00:09:01"
"9","00:09:01","00:10:38"
"11","00:10:50","00:11:24"
"12","00:11:25","00:11:35"
"13","00:11:35","00:12:54"
"14","00:12:54","00:13:58"
"15","00:13:58","00:14:10"
"16","00:15:08","00:15:10"
"21","00:16:22","00:22:37"
"22","00:22:39","00:24:13"
"23","00:24:14","00:25:14"
"23","00:27:26","00:25:14"
"24","00:25:10","00:25:14"
"24","00:28:06","00:25:14"
"25","00:28:25","00:27:26"
"25","00:25:20","00:27:26"
"23","00:24:14","00:28:06"
"23","00:27:26","00:28:06"
"24","00:25:10","00:28:11"
"24","00:28:06","00:28:11"
"25","00:28:25","00:32:31"
"25","00:25:20","00:32:31"
"27","00:32:31","00:32:33"
"32","00:32:33","00:33:37"
"32","00:36:25","00:33:37"
"34","00:38:47","00:33:55"
"34","00:33:52","00:33:55"
"28","00:35:15","00:35:18"
"29","00:35:19","00:35:24"
"30","00:35:24","00:36:12"
"32","00:32:33","00:36:34"
"32","00:36:25","00:36:34"
"42","00:36:35","00:36:41"
"43","00:36:46","00:37:03"
"43","00:37:14","00:37:03"
"44","00:37:04","00:37:07"
"44","00:44:23","00:37:07"
"43","00:36:46","00:38:07"
"43","00:37:14","00:38:07"
"45","00:38:07","00:38:19"
"45","00:44:46","00:38:19"
"34","00:38:47","00:39:19"
"34","00:33:52","00:39:19"
"35","00:39:26","00:39:30"
"36","00:39:26","00:40:43"
"37","00:40:47","00:43:34"
"58","00:46:24","00:43:37"
"58","00:43:35","00:43:37"
"58","00:49:05","00:43:37"
"59","00:51:27","00:44:17"
"59","00:46:47","00:44:17"
"59","00:43:39","00:44:17"
"44","00:37:04","00:44:36"
"44","00:44:23","00:44:36"
"45","00:38:07","00:46:01"
"45","00:44:46","00:46:01"
"58","00:46:24","00:46:34"
"58","00:43:35","00:46:34"
"58","00:49:05","00:46:34"
"59","00:51:27","00:47:26"
"59","00:46:47","00:47:26"
"59","00:43:39","00:47:26"
"60","00:47:53","00:47:54"
"62","00:47:56","00:47:58"
"62","00:55:25","00:47:58"
"63","00:55:29","00:48:16"
"63","00:47:58","00:48:16"
"54","00:48:16","00:49:02"
"58","00:46:24","00:51:27"
"58","00:43:35","00:51:27"
"58","00:49:05","00:51:27"
"59","00:51:27","00:54:09"
"59","00:46:47","00:54:09"
"59","00:43:39","00:54:09"
"61","00:54:11","00:55:15"
"62","00:47:56","00:55:29"
"62","00:55:25","00:55:29"
"63","00:55:29","00:55:43"
"63","00:47:58","00:55:43"
"64","00:55:43","00:55:48"
"65","00:55:45","00:55:54"
"69","00:55:52","00:57:02"
"72","00:57:21","01:08:24"
"75","01:11:20","01:11:22"
"76","01:11:37","01:11:51"
"77","01:11:55","01:13:02"
"78","01:12:59","01:17:03"
"80","01:17:03","01:17:47"
"83","01:18:52","01:21:22"
"85","01:21:55","01:22:07"
"86","01:22:11","01:24:48"
"87","01:25:32","01:26:09"
"88","01:26:33","01:26:38"
"90","01:27:16","01:27:18"
"92","01:27:59","01:29:09"
"93","01:29:15","01:29:17"
"96","01:29:31","01:29:34"
"99","01:29:42","01:30:22"
"103","01:30:22","01:30:24"
"104","01:30:24","01:34:02"
"106","01:34:06","01:34:36"
"107","01:34:37","01:34:41"
"108","01:34:55","01:35:42"
"111","01:36:00","01:39:14"
"113","01:39:15","01:43:02"
"115","01:43:12","01:43:15"
"116","01:43:16","01:45:07"
"118","01:45:27","01:46:06"
"119","01:46:32","01:46:37"
"120","01:47:40","01:54:51"
"123","01:55:44","01:56:26"
"125","01:56:38","01:56:42"
"126","01:57:52","02:07:59"
"127","02:07:56","02:08:34"
"128","02:08:34","02:13:43"
