"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"67","admit","[9]","[69]"
"68","adversaries","[72]","[635]"
"69","afraid","[25,113]","[257,789]"
"70","agree","[34,54,92,126]","[325,526,725,864]"
"71","alliance","[78]","[673]"
"72","anakin","[25,36,23,25,86,92,69,76,96,113,75,77,4,21,126,126,126,21,37,37,37,37,45,45,45,45,25,21,24,24,25,25,37,37,9,21]","[253,345,213,229,699,725,624,657,741,792,647,665,20,157,849,855,864,114,391,389,416,398,478,469,496,485,179,168,224,223,249,234,388,385,75,85]"
"73","analysis","[32,32,25]","[310,309,262]"
"74","annie","[36,34,64,45,24,24,24,24,80,80,83,83,69,69,76,75,86,96,116,9,92,87,83,21,9,9,9,76,72,54,4]","[349,324,582,492,218,216,223,221,688,684,697,695,624,623,660,643,699,745,804,58,725,701,690,82,67,65,60,657,635,526,20]"
"75","apprentice","[21,21,21,25,9,126,34,37,87,103]","[93,105,128,227,58,864,322,433,707,754]"
"76","area","[37]","[441]"
"77","arena","[116,113]","[809,798]"
"78","army","[64,36,36,35,4,4,4,2,88,88,88,87,64,64,64,64,126,44,54,88,99]","[560,339,334,331,18,17,11,8,716,715,708,702,609,608,571,570,860,449,526,717,749]"
"79","arriven","[4]","[20]"
"80","asked","[34,111]","[324,775]"
"81","assassin","[4,72]","[20,630]"
"82","assistance","[28]","[280]"
"83","assure","[103,21]","[754,157]"
"84","attack","[103,126,4]","[754,860,19]"
"85","back","[25,1,34,25,45,36,76,64,90,87,113,96,126,120,2,126,21,54,72,78,87,113,126,126]","[195,5,322,251,490,333,656,589,721,703,800,736,848,822,7,857,157,526,635,673,701,789,860,864]"
"86","big","[28]","[280]"
"87","boba","[54,72]","[526,635]"
"88","bounty","[92,72,63,21,103,25,23,64,64,64]","[725,630,502,157,754,204,213,544,545,568]"
"89","brave","[126,120]","[864,825]"
"90","call","[120,37,24,23,25,92,64,64,64,111,103]","[827,366,222,209,204,727,604,566,544,785,754]"
"91","canisters","[72]","[635]"
"92","captain","[4,25]","[20,243]"
"93","centre","[34,126,126,37,21]","[322,864,860,446,81]"
"93","center","[126,34,21,126,37]","[860,322,81,864,446]"
"94","chancellor","[2,111,108,111,104,106,92,99,88,90,21,64,9,9,4,9]","[10,785,760,784,755,758,725,749,717,722,117,572,46,50,15,44]"
"95","charge","[111,36]","[781,348]"
"96","child","[37]","[446]"
"97","city","[45,32]","[498,319]"
"98","clear","[37,21,21]","[351,141,139]"
"99","clone","[99,72,72,72,63,44]","[749,635,634,630,502,449]"
"100","close","[54,86,126,64,45,21]","[526,699,864,601,486,138]"
"101","closest","[21]","[157]"
"102","cockpit","[21]","[125]"
"103","command","[21]","[81]"
"104","commitment","[4]","[20]"
