SOURCE NODE ID,TARGET NODE ID,SCENE ID,DIALOGUE ID
"45","47","63","256"
"45","132","63","256"
"46","45","1","1"
"46","45","63","256"
"46","47","63","256"
"46","132","63","256"
"47","101","65","265"
"47","132","63","256"
"49","50","52","204"
"49","55","51","178"
"49","82","52","204"
"49","105","51","178"
"49","108","51","177"
"49","109","51","178"
"49","109","52","204"
"50","48","6","7"
"50","57","12","50"
"50","59","8","19"
"50","59","12","50"
"50","81","42","161"
"50","101","42","161"
"51","49","42","163"
"52","95","35","140"
"53","50","13","74"
"53","55","9","28"
"53","57","9","28"
"53","59","9","28"
"53","62","9","28"
"53","62","13","76"
"53","63","9","28"
"53","64","13","74"
"53","70","14","86"
"53","85","24","122"
"54","49","52","192"
"54","53","7","18"
"55","50","8","19"
"55","56","8","19"
"55","57","8","19"
"55","58","8","19"
"55","59","8","19"
"55","59","9","28"
"55","105","51","173"
"55","109","51","178"
"56","49","52","204"
"56","50","8","19"
"56","50","52","204"
"56","55","11","42"
"56","57","38","146"
"56","59","8","19"
"56","61","69","279"
"56","64","42","153"
"56","81","69","279"
"56","82","52","204"
"56","98","42","153"
"56","101","42","162"
"56","101","69","279"
"56","109","52","204"
"56","134","69","279"
"57","50","8","19"
"57","53","8","22"
"57","55","9","28"
"57","56","8","19"
"57","59","8","19"
"57","59","9","28"
"57","60","8","24"
"57","63","9","28"
"57","96","38","148"
"58","50","8","19"
"58","56","8","19"
"58","57","8","19"
"58","59","8","19"
"59","57","12","50"
"60","105","51","185"
"60","110","51","185"
"61","57","8","24"
"61","57","8","25"
"61","60","8","24"
"61","81","69","279"
"61","101","69","279"
"61","134","69","279"
"62","55","9","28"
"62","57","9","28"
"62","59","9","28"
"62","63","9","28"
"62","76","16","94"
"63","55","9","28"
"63","59","9","28"
"64","50","13","74"
"64","86","20","109"
"64","87","20","109"
"64","105","51","171"
"64","106","51","171"
"67","49","51","177"
"67","105","51","177"
"67","108","51","177"
"68","57","10","39"
"69","55","11","42"
"69","56","11","42"
"69","84","35","139"
"70","67","16","93"
"71","50","12","50"
"71","57","12","50"
"71","59","12","50"
"71","72","12","50"
"71","73","12","50"
"72","50","12","50"
"72","57","12","50"
"72","59","12","50"
"73","50","12","50"
"73","57","12","50"
"73","59","12","50"
"73","72","12","50"
"81","56","38","146"
"81","57","38","146"
"81","134","69","279"
"82","50","52","204"
"82","52","42","157"
"82","109","52","204"
"84","52","21","117"
"84","52","35","140"
"84","95","35","140"
"87","86","20","109"
"89","58","20","112"
"90","53","20","113"
"91","92","21","114"
"93","52","21","117"
"93","84","21","117"
"95","79","27","124"
"95","135","70","281"
"98","64","42","153"
"101","81","42","161"
"101","81","69","279"
"101","134","69","279"
"105","49","51","177"
"105","55","51","178"
"105","108","51","177"
"105","109","51","178"
"105","110","51","185"
"106","105","51","171"
"107","50","51","175"
"109","49","52","192"
"109","50","52","204"
"109","54","52","192"
"110","47","59","228"
"112","47","65","265"
"112","101","65","265"
"125","47","65","265"
"125","101","65","265"
"125","112","65","265"
"129","70","59","229"
"133","47","65","265"
"133","101","65","265"
"133","112","65","265"
"133","125","65","265"
