SOURCE NODE ID,TARGET NODE ID,SCENE ID,DIALOGUE ID
"1","45","1","1"
"1","46","1","1"
"2","46","4","2"
"5","49","6","6"
"5","49","6","8"
"6","45","121","266"
"6","47","121","265"
"6","48","6","7"
"6","50","6","7"
"6","51","6","11"
"6","101","121","265"
"6","112","121","265"
"6","125","121","265"
"6","133","121","265"
"7","50","16","50"
"7","50","9","19"
"7","52","8","17"
"7","53","20","57"
"7","53","12","30"
"7","53","11","28"
"7","53","9","22"
"7","53","8","18"
"7","53","61","122"
"7","54","8","18"
"7","55","13","42"
"7","55","11","28"
"7","55","10","26"
"7","55","9","19"
"7","56","13","42"
"7","56","13","38"
"7","56","9","19"
"7","56","71","146"
"7","57","16","50"
"7","57","13","39"
"7","57","13","41"
"7","57","13","36"
"7","57","12","33"
"7","57","11","28"
"7","57","10","25"
"7","57","10","24"
"7","57","10","23"
"7","57","9","22"
"7","57","9","19"
"7","57","59","119"
"7","57","71","146"
"7","57","71","148"
"7","58","9","19"
"7","59","16","50"
"7","59","11","28"
"7","59","9","19"
"7","60","10","24"
"7","61","10","25"
"7","61","10","24"
"7","62","11","28"
"7","63","11","28"
"7","64","13","34"
"7","68","13","39"
"7","69","13","42"
"7","71","16","50"
"7","72","16","50"
"7","73","16","50"
"7","81","71","146"
"7","85","61","122"
"7","96","71","148"
"11","49","76","178"
"11","49","78","192"
"11","49","79","204"
"11","49","75","163"
"11","49","76","177"
"11","50","79","204"
"11","50","75","161"
"11","50","76","175"
"11","51","75","163"
"11","52","59","117"
"11","53","51","87"
"11","53","51","86"
"11","53","52","113"
"11","54","78","192"
"11","55","51","88"
"11","55","76","178"
"11","55","76","173"
"11","56","79","204"
"11","56","79","204"
"11","56","129","279"
"11","56","75","162"
"11","57","78","189"
"11","60","78","185"
"11","61","129","279"
"11","62","51","94"
"11","64","79","198"
"11","64","76","171"
"11","67","51","93"
"11","67","76","177"
"11","70","51","86"
"11","70","51","93"
"11","76","51","94"
"11","79","61","124"
"11","81","129","279"
"11","81","75","161"
"11","82","79","204"
"11","82","51","95"
"11","84","59","117"
"11","90","52","113"
"11","93","59","117"
"11","95","129","281"
"11","95","61","124"
"11","99","116","260"
"11","101","129","279"
"11","101","75","161"
"11","101","75","162"
"11","105","76","178"
"11","105","78","185"
"11","105","76","171"
"11","105","76","177"
"11","105","76","173"
"11","106","76","171"
"11","107","76","175"
"11","108","76","177"
"11","109","76","178"
"11","109","78","192"
"11","109","79","204"
"11","110","78","185"
"11","134","129","279"
"11","135","129","281"
"15","45","115","256"
"15","46","115","256"
"15","47","90","228"
"15","47","115","256"
"15","50","42","74"
"15","52","63","130"
"15","52","65","132"
"15","52","69","140"
"15","52","73","157"
"15","53","42","76"
"15","53","42","74"
"15","56","42","83"
"15","56","42","83"
"15","56","52","100"
"15","58","52","112"
"15","59","61","123"
"15","61","42","82"
"15","62","42","76"
"15","64","42","74"
"15","64","52","109"
"15","69","68","139"
"15","70","90","229"
"15","71","73","155"
"15","81","52","106"
"15","82","73","157"
"15","84","42","80"
"15","84","68","139"
"15","84","65","135"
"15","84","69","140"
"15","85","59","118"
"15","86","52","109"
"15","87","52","109"
"15","89","52","112"
"15","91","59","114"
"15","92","59","114"
"15","95","69","140"
"15","95","69","142"
"15","110","90","228"
"15","121","86","216"
"15","129","90","229"
"15","132","115","256"
"16","56","72","153"
"16","64","72","153"
"16","82","42","77"
"16","98","72","153"
"16","121","90","230"
