SOURCE NODE ID,TARGET NODE ID,SOURCE SCENE ID,TARGET SCENE ID
"160","161","1","2"
"160","199","54","53"
"160","200","54","55"
"161","160","2","1"
"161","162","130","129"
"161","162","2","3"
"161","212","104","103"
"161","222","133","134"
"161","222","135","134"
"161","229","133","132"
"161","234","106","105"
"161","234","104","105"
"161","235","106","107"
"161","238","130","131"
"161","239","135","136"
"162","161","3","2"
"162","161","129","130"
"162","163","3","4"
"162","229","129","128"
"163","162","4","3"
"163","164","4","5"
"163","169","12","11"
"163","170","12","13"
"164","163","5","4"
"164","165","5","6"
"165","164","6","5"
"165","166","6","7"
"166","165","7","6"
"166","167","7","8"
"166","168","10","9"
"166","169","10","11"
"166","172","16","15"
"166","173","16","17"
"167","166","8","7"
"167","168","8","9"
"168","166","9","10"
"168","167","9","8"
"169","163","11","12"
"169","166","11","10"
"170","163","13","12"
"170","171","13","14"
"171","170","14","13"
"171","172","14","15"
"172","166","15","16"
"172","171","15","14"
"173","166","17","16"
"173","174","19","18"
"173","174","17","18"
"173","175","19","20"
"174","173","18","17"
"174","173","18","19"
"175","173","20","19"
"175","176","20","21"
"176","175","21","20"
"176","177","21","22"
"177","176","22","21"
"177","178","22","23"
"178","177","23","22"
"178","179","23","24"
"178","182","29","28"
"178","183","29","30"
"179","178","24","23"
"179","180","26","25"
"179","180","24","25"
"179","181","26","27"
"180","179","25","24"
"180","179","25","26"
"180","183","35","34"
"180","183","33","34"
"180","183","31","30"
"180","184","39","38"
"180","184","33","32"
"180","184","31","32"
"180","185","35","36"
"180","187","39","40"
"181","179","27","26"
"181","182","27","28"
"182","178","28","29"
"182","181","28","27"
"183","178","30","29"
"183","180","30","31"
"183","180","34","33"
"183","180","34","35"
"184","180","32","31"
"184","180","38","39"
"184","180","32","33"
"184","186","38","37"
"185","180","36","35"
"185","186","36","37"
"186","184","37","38"
"186","185","37","36"
"187","180","40","39"
"187","188","40","41"
"188","187","41","40"
"188","189","41","42"
"189","188","42","41"
"189","190","42","43"
"190","189","43","42"
"190","191","43","44"
"190","222","99","100"
"190","231","99","98"
"191","190","44","43"
"191","192","44","45"
"192","191","45","44"
"192","193","45","46"
"192","222","111","112"
"192","231","111","110"
"193","192","46","45"
"193","194","46","47"
"194","193","47","46"
"194","195","47","48"
"195","194","48","47"
"195","196","49","50"
"196","195","50","49"
"196","197","50","51"
"197","196","51","50"
"197","198","51","52"
"197","221","79","78"
"197","222","81","80"
"197","222","79","80"
"197","223","81","82"
"198","197","52","51"
"198","199","52","53"
"199","160","53","54"
"199","198","53","52"
"200","160","55","54"
"200","201","55","56"
"201","200","56","55"
"201","202","56","57"
"202","201","57","56"
"202","203","57","58"
"203","202","58","57"
"203","204","60","59"
"203","204","58","59"
"203","205","60","61"
"204","203","59","60"
"204","203","59","58"
"204","229","127","126"
"204","229","127","128"
"205","203","61","60"
"205","206","61","62"
"206","205","62","61"
"206","207","62","63"
"206","212","114","113"
"206","224","87","88"
"206","225","87","86"
"206","231","114","115"
"207","206","63","62"
"207","208","63","64"
"208","207","64","63"
"208","209","64","65"
"209","208","65","64"
"209","210","65","66"
"210","209","66","65"
"210","211","66","67"
"210","212","69","68"
"210","213","69","70"
"211","210","67","66"
"211","212","67","68"
"212","161","103","104"
"212","206","113","114"
"212","210","68","69"
"212","211","68","67"
"212","222","113","112"
"212","229","124","123"
"212","231","116","115"
"212","231","121","122"
"212","233","103","102"
"212","235","116","117"
"212","236","121","120"
"212","237","124","125"
"213","210","70","69"
"213","214","70","71"
"214","213","71","70"
"214","215","71","72"
"215","214","72","71"
"215","216","72","73"
"216","215","73","72"
"216","217","73","74"
"217","216","74","73"
"217","218","74","75"
"218","217","75","74"
"218","219","75","76"
"219","218","76","75"
"219","220","76","77"
"220","219","77","76"
"220","221","77","78"
"221","197","78","79"
"221","220","78","77"
"222","161","134","135"
"222","161","134","133"
"222","190","100","99"
"222","192","112","111"
"222","197","80","81"
"222","197","80","79"
"222","212","112","113"
"222","228","92","91"
"222","229","94","93"
"222","229","92","93"
"222","229","108","109"
"222","230","94","95"
"222","232","100","101"
"222","235","108","107"
"223","197","82","81"
"223","224","82","83"
"224","206","88","87"
"224","223","83","82"
"224","225","83","84"
"224","225","85","84"
"224","225","85","86"
"224","226","88","89"
"225","206","86","87"
"225","224","84","83"
"225","224","84","85"
"225","224","86","85"
"226","224","89","88"
"226","227","89","90"
"226","229","97","96"
"226","231","97","98"
"227","226","90","89"
"227","228","90","91"
"228","222","91","92"
"228","227","91","90"
"229","161","132","133"
"229","162","128","129"
"229","204","126","127"
"229","204","128","127"
"229","212","123","124"
"229","222","93","94"
"229","222","93","92"
"229","222","109","108"
"229","226","96","97"
"229","230","96","95"
"229","231","109","110"
"229","231","123","122"
"229","237","126","125"
"229","238","132","131"
"230","222","95","94"
"230","229","95","96"
"231","190","98","99"
"231","192","110","111"
"231","206","115","114"
"231","212","115","116"
"231","212","122","121"
"231","226","98","97"
"231","229","122","123"
"231","229","110","109"
"231","236","119","120"
"231","236","119","118"
"232","222","101","100"
"232","233","101","102"
"233","212","102","103"
"233","232","102","101"
"234","161","105","106"
"234","161","105","104"
"235","161","107","106"
"235","212","117","116"
"235","222","107","108"
"235","236","117","118"
"236","212","120","121"
"236","231","120","119"
"236","231","118","119"
"236","235","118","117"
"237","212","125","124"
"237","229","125","126"
"238","161","131","130"
"238","229","131","132"
"239","161","136","135"
"239","240","136","137"
"240","239","137","136"
"240","241","137","138"
"241","240","138","137"
