"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"63","main","[111,1,8,201,157,148,112,466]","[537,536,1,11,801,757,717,632,876]"
"64","hear","[111,1,31,479,30,170,148]","[548,1,77,999,28,43,767,702]"
"65","shut","[111,31,1,128]","[508,110,67,1,693,692,691,690]"
"66","princess","[63,84,111,1,201,192]","[382,428,556,554,555,598,620,514,3,800,785,792]"
"67","waiting","[66,51,57,111,31,38,34,46,1,7,157,148,115,466]","[392,302,329,330,549,564,561,167,65,80,221,205,230,6,10,738,702,669,645,968,931,925]"
"68","artoo","[64,56,111,86,31,51,466,479,7,192,189,157,128,124,205]","[384,326,584,452,447,128,120,173,158,298,978,999,7,782,773,749,694,693,685,674,959,966,971,881,829]"
"69","direction","[7,36,31]","[9,217,96]"
"70","star","[81,84,111,466,8,201,207]","[421,429,428,543,979,11,798,900,834]"
"71","computer","[111,466,8,201]","[534,536,535,976,11,803,955,901]"
"72","transmissions","[111,30,31,49,41,33,10,8]","[493,51,61,271,223,200,21,44,45,12,14]"
"73","ship","[61,72,65,59,57,111,31,30,49,8,201,170,191,192,157,148,466]","[373,409,390,344,345,347,348,341,358,362,353,528,522,519,537,536,473,485,486,513,516,74,51,271,44,16,14,15,805,767,776,781,757,746,722,717,715,917,863,862]"
"74","commander","[30,50,8,197]","[52,282,16,796]"
"75","vader","[466,191,30,9,50,49,111,84]","[862,776,43,18,295,291,293,265,51,516,436]"
"76","lord","[466,30,9,50,84]","[862,43,18,291,295,51,436]"
"77","restricted","[10,30,112]","[19,44,632]"
"78","sees","[10]","[20]"
"79","short","[66,111,31,11,157]","[401,606,490,164,24,756]"
"80","fire","[111,84,471,466,11,332]","[617,436,485,989,981,24,884,866,856,855]"
"81","blast","[72,66,51,105,41,34,30,157,148,115,466]","[410,397,396,299,462,223,203,28,737,754,736,721,659,888]"
"82","young","[30,47,49]","[28,236,265]"
"83","biggs","[31,30,466,205,212]","[130,71,192,30,34,950,874,871,826,837,820]"
"84","back","[66,59,60,111,31,50,41,47,479,30,201,148,112,466,205,204]","[400,362,364,562,172,167,164,163,72,288,224,225,245,995,31,33,804,723,722,628,962,953,954,878,879,881,831,810,825]"
"85","shot","[31,475,30]","[80,991,32,38]"
"86","academy","[31,30]","[74,93,82,185,188,33]"
"87","long","[61,81,55,111,31,49,50,47,30,203,115]","[375,418,308,495,498,94,86,89,80,275,283,238,42,806,648]"
