SCENE ID,START TIME,END TIME
"270--274","01:48:49","01:48:55"
"274","01:48:55","01:48:58"
"275","01:48:58","01:49:00"
"276","01:49:00","01:49:03"
"277","01:49:03","01:49:05"
"278","01:49:05","01:49:07"
"278--280","01:49:07","01:49:11"
"280","01:49:11","01:49:12"
"280--284","01:49:12","01:49:16"
"284","01:49:16","01:49:17"
"284--287","01:49:17","01:49:24"
"287","01:49:24","01:49:28"
"288","01:49:28","01:49:30"
"289","01:49:30","01:49:31"
"289--291","01:49:31","01:49:32"
"291","01:49:32","01:49:35"
"291--293","01:49:35","01:49:37"
"293","01:49:37","01:49:39"
"293--295","01:49:39","01:49:42"
"295","01:49:42","01:49:48"
"295--298","01:49:48","01:49:52"
"298","01:49:52","01:49:56"
"298--302","01:49:56","01:50:01"
"302","01:50:01","01:50:07"
"302--304","01:50:07","01:50:09"
"304","01:50:09","01:50:12"
"305","01:50:12","01:50:21"
"306","01:50:21","01:50:26"
"307","01:50:26","01:50:28"
"307--309","01:50:28","01:50:30"
"309","01:50:30","01:50:34"
"309--316","01:50:34","01:50:48"
"316","01:50:48","01:50:51"
"317","01:50:51","01:50:52"
"318","01:50:52","01:50:53"
"318--320","01:50:53","01:50:54"
"320","01:50:54","01:50:55"
"320--324","01:50:55","01:50:58"
"324","01:50:58","01:51:01"
"325","01:51:01","01:51:03"
"326","01:51:03","01:51:04"
"327","01:51:04","01:51:06"
"327--330","01:51:06","01:51:20"
"330","01:51:20","01:51:23"
"330--332","01:51:23","01:51:26"
"332","01:51:26","01:51:33"
"333","01:51:33","01:51:36"
"334","01:51:36","01:51:42"
"334--338","01:51:42","01:51:50"
"338","01:51:50","01:51:52"
"338--342","01:51:52","01:51:56"
"342","01:51:56","01:51:58"
"342--345","01:51:58","01:52:03"
"345","01:52:03","01:52:05"
"346","01:52:05","01:52:07"
"347","01:52:07","01:52:08"
"348","01:52:08","01:52:09"
"348--350","01:52:09","01:52:11"
"350","01:52:11","01:52:12"
"350--352","01:52:12","01:52:13"
"352","01:52:13","01:52:19"
"353","01:52:19","01:52:22"
"353--360","01:52:22","01:52:23"
"360","01:52:23","01:52:38"
"361","01:52:38","01:52:41"
"361--367","01:52:41","01:52:49"
"367","01:52:49","01:52:50"
"367--369","01:52:50","01:52:54"
"369","01:52:54","01:52:58"
"370","01:52:58","01:53:01"
"370--373","01:53:01","01:53:07"
"373","01:53:07","01:53:09"
"374","01:53:09","01:53:13"
"375","01:53:13","01:53:15"
"376","01:53:15","01:53:17"
"376--381","01:53:17","01:53:31"
"381","01:53:31","01:53:33"
"382","01:53:33","01:53:39"
"383","01:53:39","01:53:41"
"383--385","01:53:41","01:53:44"
"385","01:53:44","01:53:45"
"386","01:53:45","01:53:46"
"386--389","01:53:46","01:53:55"
"389","01:53:55","01:53:59"
"389--391","01:53:59","01:54:03"
"391","01:54:03","01:54:05"
"392","01:54:05","01:54:06"
"393","01:54:06","01:54:09"
"393--395","01:54:09","01:54:17"
"395","01:54:17","01:54:19"
"395--402","01:54:19","01:54:39"
"402","01:54:39","01:54:41"
"403","01:54:41","01:54:43"
"404","01:54:43","01:54:44"
"404--406","01:54:44","01:54:45"
"406","01:54:45","01:54:47"
"406--408","01:54:47","01:54:50"
"408","01:54:50","01:54:52"
"408--410","01:54:52","01:54:56"
"410","01:54:56","01:54:59"
"410--415","01:54:59","01:55:04"
"415","01:55:04","01:55:06"
"415--423","01:55:06","01:55:15"
"423","01:55:15","01:55:17"
"424","01:55:17","01:55:18"
"424--426","01:55:18","01:55:22"
"426","01:55:22","01:55:23"
"426--432","01:55:23","01:55:39"
"432","01:55:39","01:55:43"
"432--434","01:55:43","01:55:44"
"434","01:55:44","01:55:46"
"434--436","01:55:46","01:55:48"
"436","01:55:48","01:55:50"
"436--438","01:55:50","01:55:55"
"438","01:55:55","01:55:58"
"439","01:55:58","01:56:04"
"439--447","01:56:04","01:56:17"
"447","01:56:17","01:56:19"
"448","01:56:19","01:56:26"
"449","01:56:26","01:56:32"
"449--454","01:56:32","01:56:46"
"454","01:56:46","01:56:47"
"454--457","01:56:47","01:56:50"
"457","01:56:50","01:56:51"
"457--461","01:56:51","01:56:53"
"461","01:56:53","01:56:54"
"461--466","01:56:54","01:57:01"
"466","01:57:01","01:57:04"
"467","01:57:04","01:57:05"
"467--471","01:57:05","01:57:11"
"471","01:57:11","01:57:17"
"471--475","01:57:17","01:57:27"
"475","01:57:27","01:57:29"
"476","01:57:29","01:57:35"
"476--479","01:57:35","01:58:00"
"479","01:58:00","01:58:24"
