"SOURCE NODE ID","TARGET NODE ID","SCENE ID","DIALOGUE ID"
"134","217","37","146"
"48","217","37","146"
"79","217","17","98"
"113","217","89","426"
"81","217","77","405"
"111","217","89","428"
"113","217","86","422"
"70","217","80","413"
"194","217","80","413"
"127","217","37","146"
"188","217","89","428"
"240","217","17","98"
"90","217","26","124"
"121","217","17","98"
"111","217","37","146"
"105","217","70","318"
"134","217","80","413"
"171","217","70","318"
"150","217","73","349"
"127","217","17","98"
"168","217","37","146"
"111","217","73","349"
"185","217","26","124"
"234","217","70","318"
"212","217","17","98"
"193","217","17","98"
"171","217","17","98"
"238","217","26","124"
"154","217","89","436"
"82","217","80","413"
"120","217","89","436"
"159","217","73","349"
"214","217","73","349"
"209","217","86","422"
"245","217","17","98"
"257","217","70","318"
"109","217","17","98"
"243","217","89","436"
"231","217","17","98"
"47","217","73","349"
"134","217","89","426"
"141","217","68","308"
"64","217","89","426"
"139","217","73","349"
"127","217","73","349"
"92","217","73","349"
"220","217","70","318"
"145","217","73","349"
"107","217","73","349"
"197","217","17","98"
"111","217","89","436"
"94","217","17","98"
"179","217","73","349"
"136","217","73","349"
"57","217","68","308"
"70","217","70","318"
"194","217","70","318"
"105","217","26","124"
"57","217","17","98"
"242","217","80","413"
"191","217","37","146"
"48","217","70","318"
"111","217","26","124"
"194","217","89","436"
"168","217","17","98"
"152","217","80","413"
"49","217","26","124"
"108","217","17","98"
"151","217","80","413"
"200","217","73","349"
"121","217","26","124"
"121","217","37","146"
"98","217","89","436"
"111","217","70","318"
"81","217","89","426"
"134","217","68","308"
"209","217","68","308"
"150","217","26","124"
"99","217","89","436"
"134","217","70","318"
"70","217","17","98"
"245","217","37","146"
"127","217","86","422"
"236","217","80","413"
"64","217","37","146"
"256","217","89","436"
"181","217","70","318"
"64","217","86","422"
"244","217","26","124"
"139","217","80","413"
"81","217","70","318"
"97","217","89","428"
"256","217","17","98"
"125","45","14","84"
"171","45","63","277"
"99","45","14","84"
"200","45","63","277"
"141","45","60","268"
"111","47","73","349"
"139","47","73","349"
"136","47","73","349"
"159","47","73","349"
"111","48","37","146"
"64","48","37","146"
"168","48","37","146"
