"SOURCE NODE ID","TARGET NODE ID","SOURCE SCENE ID","TARGET SCENE ID"
"411","257","92","93"
"411","257","89","90"
"411","257","89","88"
"322","257","53","54"
"317","257","87","88"
"259","258","204","203"
"277","258","202","203"
"381","259","118","119"
"389","259","120","119"
"258","259","203","204"
"285","259","205","204"
"308","259","143","142"
"383","259","210","211"
"273","259","212","211"
"262","260","159","158"
"358","260","146","145"
"358","260","146","145"
"358","260","146","145"
"358","260","146","145"
"406","260","144","145"
"263","260","157","158"
"263","261","157","156"
"262","261","159","160"
"397","261","155","156"
"261","262","160","159"
"260","262","158","159"
"261","263","156","157"
"260","263","158","157"
"406","264","152","151"
"404","264","150","151"
"370","265","97","98"
"358","266","184","183"
"358","268","245","246"
"358","268","247","246"
"282","269","237","238"
"357","269","239","238"
"355","269","240","241"
"358","270","235","234"
"275","272","195","194"
"275","272","193","194"
"275","273","218","217"
"299","273","223","222"
"383","273","210","209"
"259","273","211","212"
"285","273","208","209"
"275","273","213","212"
"311","273","221","222"
"278","275","219","218"
"282","275","192","193"
"350","275","189","188"
"350","275","187","188"
"304","275","196","195"
"311","275","221","220"
"277","275","202","201"
"278","275","219","220"
"272","275","194","195"
"273","275","217","218"
"286","275","200","201"
"272","275","194","193"
"273","275","212","213"
"276","275","225","226"
"349","275","227","226"
"275","276","226","225"
"258","277","203","202"
"275","277","201","202"
"275","278","220","219"
"275","278","218","219"
"285","280","208","207"
"298","280","206","207"
"286","281","198","199"
"286","281","200","199"
"350","282","191","192"
"350","282","189","190"
"350","282","191","190"
"275","282","193","192"
"269","282","238","237"
"280","285","207","208"
"298","285","206","205"
"273","285","209","208"
"259","285","204","205"
"393","286","197","198"
"281","286","199","198"
"281","286","199","200"
"275","286","201","200"
"358","296","184","185"
"285","298","205","206"
"280","298","207","206"
"273","299","222","223"
"307","300","153","154"
"397","300","155","154"
"309","301","165","164"
"403","302","174","175"
"387","302","176","175"
"388","303","180","181"
"393","304","197","196"
"275","304","195","196"
"358","305","146","147"
"358","305","146","147"
"358","305","146","147"
"358","305","146","147"
"364","305","148","147"
"300","307","154","153"
"406","307","152","153"
"406","308","144","143"
"259","308","142","143"
"301","309","164","165"
"387","310","27","28"
"337","310","29","28"
"273","311","222","221"
"275","311","220","221"
"369","315","232","231"
"358","316","137","138"
"346","317","86","85"
"346","317","86","87"
"409","317","72","71"
"318","317","101","102"
"409","317","74","73"
"409","317","72","73"
"324","317","80","79"
"257","317","88","87"
"346","317","103","102"
"372","317","84","85"
"409","317","70","71"
"317","318","102","101"
"342","318","100","101"
"351","322","52","53"
"257","322","54","53"
"324","323","36","37"
"323","324","37","36"
"409","324","81","80"
"371","324","48","47"
"317","324","79","80"
"346","324","65","64"
"373","324","35","36"
"372","327","116","117"
"381","327","118","117"
"341","329","12","13"
"339","329","14","13"
"335","330","8","7"
"332","330","6","7"
"332","331","6","5"
"340","331","25","24"
"377","331","23","24"
"332","331","105","106"
"335","331","4","5"
"340","331","25","26"
"332","331","107","106"
"387","331","27","26"
"331","332","5","6"
"331","332","106","107"
"333","332","108","107"
"331","332","106","105"
"330","332","7","6"
"332","333","107","108"
"376","335","31","30"
"337","335","29","30"
"336","335","9","8"
"331","335","5","4"
"330","335","7","8"
"335","336","8","9"
"310","337","28","29"
"335","337","30","29"
"374","339","15","16"
"329","339","13","14"
"374","339","15","14"
"331","340","26","25"
"331","340","24","25"
"329","341","13","12"
"318","342","101","100"
"376","343","22","21"
"379","343","18","19"
"317","346","102","103"
"317","346","87","86"
"317","346","85","86"
"324","346","64","65"
"388","347","40","41"
"370","347","42","41"
"405","348","168","169"
"358","348","170","169"
"359","349","228","227"
"275","349","226","227"
"282","350","190","189"
"282","350","192","191"
"275","350","188","187"
"282","350","190","191"
"275","350","188","189"
"322","351","53","52"
"353","352","115","114"
"352","353","114","115"
"372","353","116","115"
"354","353","111","112"
"353","354","112","111"
"357","355","239","240"
"269","355","241","240"
"358","356","135","134"
"358","356","133","134"
"269","357","238","239"
"355","357","240","239"
"266","358","183","184"
"356","358","134","135"
"260","358","145","146"
"260","358","145","146"
"260","358","145","146"
"260","358","145","146"
"356","358","134","133"
"296","358","185","184"
"270","358","234","235"
"316","358","138","137"
"268","358","246","245"
"348","358","169","170"
"268","358","246","247"
"387","358","178","179"
"305","358","147","146"
"305","358","147","146"
"305","358","147","146"
"305","358","147","146"
"389","358","120","121"
"384","358","248","247"
"361","358","136","137"
"366","358","171","170"
"366","358","171","172"
"388","358","180","179"
"391","358","122","121"
"362","358","244","245"
"361","358","136","135"
"367","358","132","133"
"349","359","227","228"
"358","361","137","136"
"358","361","135","136"
"358","362","245","244"
"382","364","149","148"
"305","364","147","148"
"358","366","170","171"
"358","366","172","171"
"358","367","133","132"
"315","369","231","232"
"265","370","98","97"
"347","370","41","42"
"372","370","84","83"
"324","371","47","48"
"373","371","32","33"
"373","371","32","33"
"373","371","32","33"
"373","371","32","33"
"407","371","34","33"
"407","371","34","33"
"407","371","34","33"
"407","371","34","33"
"370","372","83","84"
"327","372","117","116"
"317","372","85","84"
"353","372","115","116"
"386","373","44","45"
"407","373","34","35"
"407","373","34","35"
"407","373","34","35"
"407","373","34","35"
"376","373","31","32"
"376","373","31","32"
"376","373","31","32"
"376","373","31","32"
"371","373","33","32"
"371","373","33","32"
"371","373","33","32"
"371","373","33","32"
"324","373","36","35"
"339","374","16","15"
"339","374","14","15"
"335","376","30","31"
"377","376","23","22"
"343","376","21","22"
"373","376","32","31"
"373","376","32","31"
"373","376","32","31"
"373","376","32","31"
"376","377","22","23"
"331","377","24","23"
"343","379","19","18"
"327","381","117","118"
"259","381","119","118"
"364","382","148","149"
"404","382","150","149"
"273","383","209","210"
"259","383","211","210"
"358","384","247","248"
"373","386","45","44"
"310","387","28","27"
"331","387","26","27"
"358","387","179","178"
"302","387","175","176"
"404","387","177","178"
"404","387","177","176"
"358","388","179","180"
"303","388","181","180"
"347","388","41","40"
"259","389","119","120"
"358","389","121","120"
"358","391","121","122"
"304","393","196","197"
"286","393","198","197"
"261","397","156","155"
"300","397","154","155"
"405","398","168","167"
"302","403","175","174"
"387","404","178","177"
"387","404","176","177"
"382","404","149","150"
"264","404","151","150"
"398","405","167","168"
"348","405","169","168"
"307","406","153","152"
"264","406","151","152"
"260","406","145","144"
"308","406","143","144"
"371","407","33","34"
"371","407","33","34"
"371","407","33","34"
"371","407","33","34"
"373","407","35","34"
"373","407","35","34"
"373","407","35","34"
"373","407","35","34"
"317","409","71","72"
"317","409","73","72"
"317","409","73","74"
"317","409","71","70"
"324","409","80","81"
"257","411","88","89"
"257","411","90","89"
"257","411","93","92"
