"SCENE ID","START TIME","END TIME"
"5","00:03:07","00:03:08"
"6","00:03:12","00:03:29"
"7","00:03:30","00:03:33"
"8","00:03:47","00:07:16"
"9","00:07:24","00:08:25"
"10","00:08:40","00:08:51"
"11","00:09:27","00:09:44"
"12","00:10:22","00:12:24"
"16","00:12:24","00:15:24"
"17","00:15:28","00:15:31"
"18","00:15:32","00:15:35"
"19","00:15:50","00:18:14"
"20","00:18:27","00:19:59"
"22","00:20:02","00:20:04"
"25","00:20:38","00:21:42"
"28","00:21:38","00:21:42"
"30","00:22:06","00:22:09"
"31","00:22:27","00:24:18"
"32","00:24:22","00:25:23"
"33","00:26:02","00:28:44"
"35","00:28:39","00:29:10"
"36","00:29:05","00:33:57"
"38","00:34:49","00:34:19"
"38","00:33:57","00:34:19"
"39","00:36:12","00:34:39"
"39","00:34:22","00:34:39"
"38","00:34:49","00:36:12"
"38","00:33:57","00:36:12"
"39","00:36:12","00:36:40"
"39","00:34:22","00:36:40"
"40","00:36:40","00:38:19"
"41","00:38:17","00:40:11"
"42","00:40:13","00:41:00"
"44","00:41:28","00:47:54"
"45","00:47:57","00:48:00"
"46","00:48:33","00:49:20"
"47","00:49:26","00:49:34"
"50","00:50:21","00:51:19"
"51","00:51:41","00:53:23"
"54","00:54:38","00:55:46"
"55","00:55:42","00:55:46"
"58","00:56:28","00:57:16"
"59","00:57:32","00:59:53"
"63","01:01:01","01:02:04"
"73","01:02:04","01:07:51"
"75","01:07:47","01:14:27"
"77","01:14:24","01:16:23"
"80","01:16:36","01:19:12"
"81","01:20:20","01:24:04"
"83","01:24:00","01:24:04"
"98","01:24:43","01:25:44"
"100","01:26:00","01:27:47"
"101","01:28:04","01:28:07"
"103","01:28:10","01:28:16"
"104","01:28:13","01:29:26"
"111","01:30:17","01:30:43"
"115","01:32:22","01:31:28"
"115","01:30:43","01:31:28"
"117","01:31:28","01:31:34"
"114","01:31:49","01:32:18"
"115","01:32:22","01:32:25"
"115","01:30:43","01:32:25"
"118","01:33:31","01:33:34"
"122","01:34:06","01:34:22"
"123","01:34:38","01:34:40"
"124","01:35:12","01:35:28"
"126","01:35:46","01:36:24"
"128","01:36:26","01:36:33"
"131","01:37:18","01:37:48"
"132","01:37:54","01:38:30"
"132","01:42:28","01:38:30"
"135","01:45:08","01:39:23"
"135","01:38:48","01:39:23"
"136","01:39:27","01:41:54"
"136","01:46:02","01:41:54"
"132","01:37:54","01:42:38"
"132","01:42:28","01:42:38"
"133","01:42:39","01:42:49"
"134","01:42:49","01:42:51"
"135","01:45:08","01:45:47"
"135","01:38:48","01:45:47"
"136","01:39:27","01:47:36"
"136","01:46:02","01:47:36"
"137","01:47:44","01:48:53"
"139","01:49:35","01:55:14"
"140","01:55:31","01:59:28"
"141","01:59:24","01:59:59"
"142","02:00:07","02:00:09"
"143","02:00:22","02:00:39"
"144","02:01:40","02:09:31"
"149","02:09:31","02:09:48"
"151","02:09:55","02:10:01"
"152","02:10:10","02:10:13"
