"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"66","afraid","[44,143,44,135,20,143,44,114,135,75]","[380,1000,393,886,167,972,376,792,889,640]"
"67","agree","[80,8,114,36,50,46,25,46,104,47,46,77]","[670,77,802,266,432,411,182,413,737,431,400,668]"
"68","alive","[135,143,16,143,114,75,16]","[897,947,129,962,766,660,130]"
"69","amedda","[114]","[811]"
"70","anger","[33,100,10,73,33,39,38,136,75,143,75,143,41,73,73,44,44,143,73,16,143,16,63,41,19,50,16,44,73,126,51,8,33,19,136,135,38,20,81,114,73,81,8,41,44,33,33,44,73,73,131,73,8,42,136,44,16,20,63,63,59,73,73,44,98,42,38,18,36,98,8,73,5,41,33,39,131,81,8,98,20,73,75,135,33,77,75,8,41,73,139,20,33,33,33,16,73,20,41,19,40,25,50,42,44,131,136,73,8,140,75,38,131,40,46,8,41,41,44,81,16,128,73,63,41,16,38,73,114,25,19,59,136,44,59,143,63,114,135,8,41,41,63,104,41,81,136,136,16,143,46]","[202,721,103,582,214,288,284,910,648,958,653,962,345,532,624,380,364,954,627,125,947,132,528,343,148,436,126,376,568,844,443,79,189,157,922,879,275,165,696,794,613,704,30,322,368,235,225,373,538,535,863,603,80,348,920,367,130,173,510,499,491,599,552,363,719,350,277,146,251,716,70,563,7,323,233,285,865,699,78,718,180,556,657,903,239,665,652,76,338,580,942,167,198,210,226,129,537,177,325,158,320,182,434,347,386,866,906,597,68,945,660,270,860,298,403,41,328,334,358,692,134,849,635,504,324,137,283,611,798,188,153,488,905,378,484,991,493,796,894,52,332,342,512,737,344,695,914,921,135,960,412]"
"70","anakin","[75,136,73,16,8,19,10,143,40,20,73,136,73,39,50,44,42,143,81,33,44,140,16,73,8,38,8,98,73,19,135,41,114,126,98,41,42,73,25,50,33,63,135,59,77,16,114,8,44,38,41,38,73,25,33,128,44,41,41,51,136,63,143,73,44,16,19,41,136,41,46,63,81,8,75,33,75,104,44,75,139,143,59,143,73,39,73,33,136,73,8,41,20,41,5,33,33,8,38,81,20,40,41,19,131,41,136,16,38,41,20,18,33,16,143,81,59,16,81,44,16,73,131,8,98,73,100,20,73,73,75,73,46,33,73,33,131,44,8,44,63,63,73,36,63,44,131,114,42,136,135]","[648,905,556,130,80,148,103,947,298,173,552,914,532,288,436,364,348,958,692,226,367,945,125,563,30,277,70,716,599,157,894,334,796,844,718,343,347,603,188,434,189,504,879,488,665,134,798,79,368,283,328,275,582,182,233,849,380,325,338,443,910,493,962,568,378,126,158,323,921,332,403,499,695,76,657,210,660,737,386,653,942,954,484,960,597,285,635,202,920,580,68,342,180,324,7,235,214,52,270,704,167,320,345,153,866,344,922,132,284,322,177,146,225,129,991,696,491,137,699,363,135,627,865,78,719,535,721,165,538,624,652,537,412,239,613,198,863,373,41,376,512,510,611,251,528,358,860,794,350,906,903]"
"71","appears","[114]","[742]"
"72","apprentice","[75,44,80,114,143,77,139,137,143,131,136,44,131,77,77,73,35,35,73,10,104,139]","[661,395,669,805,964,665,940,934,968,865,930,393,858,664,667,615,249,250,627,118,737,944]"
"73","arms","[20]","[176]"
"74","artoo","[8,5,9,8,8,5,10,5,8,8,8,8,18,19,5,8,115,5,8,5,9,33]","[48,9,98,86,55,8,114,10,66,65,53,40,143,163,18,83,821,13,84,20,91,192]"
"75","assignment","[42,41,44,41,40]","[347,340,360,339,316]"
