"SOURCE NODE ID","TARGET NODE ID","SOURCE SCENE ID","TARGET SCENE ID"
"402","302","63","64"
"426","302","54","55"
"368","302","70","71"
"418","302","66","65"
"339","302","67","68"
"313","302","64","65"
"418","302","56","55"
"417","302","58","57"
"418","302","65","64"
"383","302","71","70"
"419","302","44","45"
"417","302","58","59"
"418","302","72","71"
"351","302","37","36"
"426","302","55","56"
"417","302","60","59"
"313","302","192","191"
"304","303","213","212"
"394","303","211","212"
"405","304","388","389"
"303","304","212","213"
"411","304","241","242"
"402","304","219","220"
"384","304","214","213"
"405","304","385","386"
"366","305","403","402"
"366","308","270","269"
"366","308","370","369"
"402","308","203","204"
"366","308","383","382"
"364","308","205","204"
"359","308","381","382"
"359","308","268","269"
"369","309","87","86"
"312","310","112","111"
"338","310","110","111"
"402","312","47","48"
"316","312","113","112"
"310","312","111","112"
"323","312","101","102"
"318","312","103","102"
"402","313","63","64"
"357","313","423","424"
"418","313","65","64"
"302","313","191","192"
"302","313","65","64"
"407","313","191","192"
"327","314","139","140"
"322","314","141","140"
"322","314","141","140"
"322","314","141","140"
"322","314","141","140"
"326","316","114","113"
"312","316","112","113"
"402","317","52","53"
"426","317","54","53"
"320","317","116","115"
"326","317","114","115"
"322","318","143","144"
"312","318","102","103"
"376","318","104","103"
"327","319","105","106"
"317","320","115","116"
"328","320","119","120"
"328","320","119","118"
"329","320","117","116"
"328","320","127","126"
"328","320","125","124"
"329","320","117","118"
"328","320","125","126"
"359","321","392","391"
"318","322","144","143"
"327","322","142","141"
"327","322","142","141"
"327","322","142","141"
"327","322","142","141"
"327","322","142","143"
"314","322","140","141"
"314","322","140","141"
"314","322","140","141"
"314","322","140","141"
"323","322","101","100"
"312","323","102","101"
"322","323","100","101"
"373","324","97","98"
"338","325","110","109"
"330","325","108","109"
"317","326","115","114"
"316","326","113","114"
"319","327","106","105"
"322","327","143","142"
"322","327","141","142"
"322","327","141","142"
"322","327","141","142"
"322","327","141","142"
"331","327","138","139"
"314","327","140","139"
"376","327","104","105"
"320","328","120","119"
"320","328","126","127"
"320","328","124","125"
"320","328","118","119"
"320","328","126","125"
"320","329","116","117"
"320","329","118","117"
"325","330","109","108"
"327","331","139","138"
"337","332","131","132"
"344","334","302","301"
"337","335","131","130"
"344","336","317","316"
"332","337","132","131"
"335","337","130","131"
"310","338","111","110"
"325","338","109","110"
"418","339","66","67"
"302","339","68","67"
"340","339","68","67"
"339","340","67","68"
"345","342","306","307"
"344","342","317","318"
"402","343","227","228"
"334","344","301","302"
"411","344","304","305"
"336","344","316","317"
"345","344","306","305"
"342","344","318","317"
"342","345","307","306"
"344","345","305","306"
"393","347","11","12"
"416","350","33","34"
"414","350","30","31"
"302","351","36","37"
"414","351","38","37"
"352","351","36","37"
"351","352","37","36"
"366","357","289","288"
"366","357","440","439"
"313","357","424","423"
"358","357","276","277"
"366","357","278","277"
"402","357","287","288"
"359","358","275","276"
"357","358","277","276"
"358","359","276","275"
"395","359","374","375"
"402","359","274","275"
"308","359","382","381"
"321","359","391","392"
"366","359","403","404"
"395","359","376","375"
"430","359","393","392"
"308","359","269","268"
"308","364","204","205"
"308","366","382","383"
"357","366","439","440"
"357","366","277","278"
"308","366","369","370"
"305","366","402","403"
"308","366","269","270"
"359","366","404","403"
"357","366","288","289"
"383","368","71","70"
"302","368","71","70"
"371","369","149","148"
"309","369","86","87"
"402","371","93","92"
"411","371","466","467"
"369","371","148","149"
"405","371","475","476"
"402","371","91","92"
"324","373","98","97"
"409","374","188","189"
"327","376","105","104"
"318","376","103","104"
"302","383","70","71"
"368","383","70","71"
"418","383","72","73"
"418","383","72","71"
"431","384","215","214"
"304","384","213","214"
"413","390","16","17"
"402","390","18","17"
"347","393","12","11"
"403","394","210","211"
"303","394","212","211"
"398","395","360","361"
"359","395","375","376"
"359","395","375","374"
"395","398","361","360"
"415","399","28","29"
"414","399","30","29"
"313","402","64","63"
"371","402","92","93"
"302","402","64","63"
"304","402","220","219"
"414","402","19","18"
"343","402","228","227"
"359","402","275","274"
"430","402","225","224"
"371","402","92","91"
"308","402","204","203"
"312","402","48","47"
"317","402","53","52"
"357","402","288","287"
"390","402","17","18"
"394","403","211","210"
"371","405","476","475"
"304","405","389","388"
"304","405","386","385"
"313","407","192","191"
"374","409","189","188"
"344","411","305","304"
"304","411","242","241"
"371","411","467","466"
"390","413","17","16"
"399","414","29","30"
"351","414","37","38"
"350","414","31","30"
"402","414","18","19"
"399","415","29","28"
"350","416","34","33"
"302","417","59","58"
"418","417","59","60"
"418","417","57","58"
"418","417","59","58"
"302","417","57","58"
"418","417","61","60"
"302","417","59","60"
"302","418","57","56"
"339","418","67","66"
"417","418","58","57"
"383","418","73","72"
"426","418","55","56"
"417","418","60","59"
"383","418","71","72"
"302","418","55","56"
"417","418","60","61"
"302","418","56","57"
"417","418","58","59"
"302","418","64","65"
"302","418","71","72"
"302","418","65","66"
"313","418","64","65"
"425","419","45","44"
"420","419","43","42"
"420","419","43","44"
"302","419","45","44"
"423","419","41","42"
"419","420","42","43"
"419","420","44","43"
"419","423","42","41"
"419","425","44","45"
"317","426","53","54"
"418","426","56","55"
"302","426","55","54"
"302","426","56","55"
"402","430","224","225"
"359","430","392","393"
"384","431","214","215"
