SCENE ID,START TIME,END TIME
"1","00:00:00","00:03:06"
"1--3","00:03:06","00:03:45"
"3","00:03:45","00:03:55"
"3--6","00:03:55","00:03:55"
"6","00:03:55","00:06:12"
"7","00:06:12","00:07:02"
"8","00:07:02","00:07:12"
"9","00:07:12","00:07:46"
"10","00:07:46","00:08:26"
"10--14","00:08:26","00:10:35"
"14","00:10:35","00:10:43"
"14--16","00:10:43","00:10:53"
"16","00:10:53","00:10:55"
"17","00:10:55","00:14:59"
"17--19","00:14:59","00:15:37"
"19","00:15:37","00:15:40"
"19--21","00:15:40","00:15:53"
"21","00:15:53","00:16:16"
"21--24","00:16:16","00:16:48"
"24","00:16:48","00:18:22"
"25","00:18:22","00:18:57"
"25--27","00:18:57","00:19:32"
"27","00:19:32","00:19:46"
"27--29","00:19:46","00:20:37"
"29","00:20:37","00:21:21"
"30","00:21:21","00:21:31"
"30--33","00:21:31","00:21:35"
"33","00:21:35","00:22:26"
"34","00:22:26","00:22:55"
"35","00:22:55","00:24:02"
"36","00:24:02","00:24:30"
"36--39","00:24:30","00:24:47"
"39","00:24:47","00:24:52"
"39--42","00:24:52","00:24:58"
"42","00:24:58","00:25:03"
"43","00:25:03","00:25:08"
"43--46","00:25:08","00:25:24"
"46","00:25:24","00:25:45"
"46--48","00:25:45","00:26:04"
"48","00:26:04","00:26:13"
"49","00:26:13","00:26:17"
"49--51","00:26:17","00:26:32"
"51","00:26:32","00:26:34"
"51--53","00:26:34","00:26:39"
"53","00:26:39","00:26:47"
"53--55","00:26:47","00:26:49"
"55","00:26:49","00:26:59"
"55--60","00:26:59","00:27:26"
"60","00:27:26","00:27:44"
"60--66","00:27:44","00:28:14"
"66","00:28:14","00:28:22"
"67","00:28:22","00:28:27"
"68","00:28:27","00:28:39"
"69","00:28:39","00:28:43"
"69--71","00:28:43","00:28:44"
"71","00:28:44","00:28:46"
"71--73","00:28:46","00:28:48"
"73","00:28:48","00:28:49"
"73--75","00:28:49","00:28:52"
"75","00:28:52","00:28:54"
"75--77","00:28:54","00:29:03"
"77","00:29:03","00:29:07"
"77--79","00:29:07","00:29:09"
"79","00:29:09","00:29:13"
"79--81","00:29:13","00:29:18"
"81","00:29:18","00:29:22"
"82","00:29:22","00:29:29"
"83","00:29:29","00:29:31"
"84","00:29:31","00:29:39"
"85","00:29:39","00:30:00"
"85--87","00:30:00","00:30:24"
"87","00:30:24","00:30:29"
"87--89","00:30:29","00:30:33"
"89","00:30:33","00:30:35"
"90","00:30:35","00:30:36"
"91","00:30:36","00:30:38"
"91--93","00:30:38","00:30:40"
"93","00:30:40","00:30:43"
"94","00:30:43","00:30:45"
"95","00:30:45","00:30:50"
"95--97","00:30:50","00:30:57"
"97","00:30:57","00:30:59"
"98","00:30:59","00:32:12"
"99","00:32:12","00:32:17"
"99--104","00:32:17","00:33:15"
"104","00:33:15","00:33:18"
"104--106","00:33:18","00:34:00"
"106","00:34:00","00:34:02"
"106--108","00:34:02","00:34:05"
"108","00:34:05","00:34:29"
"109","00:34:29","00:34:37"
"109--112","00:34:37","00:34:55"
"112","00:34:55","00:35:06"
"113","00:35:06","00:35:15"
"113--116","00:35:15","00:35:29"
"116","00:35:29","00:35:38"
"116--118","00:35:38","00:36:01"
"118","00:36:01","00:36:16"
"118--120","00:36:16","00:36:24"
"120","00:36:24","00:36:45"
"120--122","00:36:45","00:37:01"
"122","00:37:01","00:37:17"
"122--124","00:37:17","00:37:19"
"124","00:37:19","00:37:22"
"124--126","00:37:22","00:37:35"
"126","00:37:35","00:37:57"
"126--129","00:37:57","00:38:01"
"129","00:38:01","00:38:33"
"130","00:38:33","00:38:59"
"130--134","00:38:59","00:39:29"
"134","00:39:29","00:39:41"
"134--136","00:39:41","00:40:08"
"136","00:40:08","00:40:19"
"136--138","00:40:19","00:40:29"
"138","00:40:29","00:40:33"
"138--141","00:40:33","00:40:44"
"141","00:40:44","00:41:02"
"141--143","00:41:02","00:41:13"
"143","00:41:13","00:41:17"
"144","00:41:17","00:44:16"
"145","00:44:16","00:45:01"
"145--147","00:45:01","00:45:12"
"147","00:45:12","00:46:19"
"148","00:46:19","00:50:06"
"149","00:50:06","00:52:13"
"149--151","00:52:13","00:52:19"
"151","00:52:19","00:52:53"
"151--153","00:52:53","00:53:09"
"153","00:53:09","00:53:33"
"153--155","00:53:33","00:53:37"
"155","00:53:37","00:53:42"
"156","00:53:42","00:54:27"
"157","00:54:27","00:57:37"
"158","00:57:37","00:58:42"
"159","00:58:42","00:59:18"
"160","00:59:18","00:59:39"
"161","00:59:39","00:59:57"
"162","00:59:57","01:00:25"
"163","01:00:25","01:00:46"
"163--165","01:00:46","01:01:20"
"165","01:01:20","01:03:16"
"165--169","01:03:16","01:06:02"
"169","01:06:02","01:06:17"
"169--171","01:06:17","01:06:37"
"171","01:06:37","01:06:40"
"171--173","01:06:40","01:06:45"
"173","01:06:45","01:07:28"
"173--175","01:07:28","01:07:34"
"175","01:07:34","01:08:19"
"176","01:08:19","01:11:20"
"176--178","01:11:20","01:11:23"
"178","01:11:23","01:14:18"
"178--180","01:14:18","01:14:38"
"180","01:14:38","01:16:11"
"180--182","01:16:11","01:16:50"
"182","01:16:50","01:18:18"
"182--185","01:18:18","01:18:38"
"185","01:18:38","01:19:11"
"185--188","01:19:11","01:20:01"
"188","01:20:01","01:20:12"
"188--190","01:20:12","01:20:16"
"190","01:20:16","01:20:18"
"191","01:20:18","01:20:56"
"192","01:20:56","01:20:59"
"193","01:20:59","01:21:55"
"194","01:21:55","01:22:35"
"195","01:22:35","01:22:44"
"195--197","01:22:44","01:23:09"
"197","01:23:09","01:25:29"
"197--199","01:25:29","01:26:07"
"199","01:26:07","01:26:09"
"199--201","01:26:09","01:26:15"
"201","01:26:15","01:26:17"
"202","01:26:17","01:26:25"
"203","01:26:25","01:27:51"
"204","01:27:51","01:28:24"
"205","01:28:24","01:29:12"
"206","01:29:12","01:30:28"
"206--208","01:30:28","01:31:04"
"208","01:31:04","01:31:43"
"209","01:31:43","01:33:54"
"210","01:33:54","01:34:28"
"210--213","01:34:28","01:34:52"
"213","01:34:52","01:38:07"
"214","01:38:07","01:38:17"
"214--218","01:38:17","01:40:46"
"218","01:40:46","01:40:53"
"219","01:40:53","01:42:51"
"220","01:42:51","01:42:56"
"221","01:42:56","01:43:25"
"222","01:43:25","01:43:40"
"223","01:43:40","01:45:01"
"223--226","01:45:01","01:47:14"
"226","01:47:14","01:47:45"
"227","01:47:45","01:48:28"
"228","01:48:28","01:49:03"
"229","01:49:03","01:49:15"
"229--232","01:49:15","01:50:08"
"232","01:50:08","01:52:13"
"232--235","01:52:13","01:53:23"
"235","01:53:23","01:53:55"
"236","01:53:55","01:54:09"
"236--238","01:54:09","01:54:12"
"238","01:54:12","01:54:22"
"238--241","01:54:22","01:54:33"
"241","01:54:33","01:55:24"
"241--246","01:55:24","01:55:26"
"246","01:55:26","01:55:26"
"246--251","01:55:26","01:55:56"
"251","01:55:56","01:57:01"
"251--253","01:57:01","01:57:07"
"253","01:57:07","01:57:22"
"254","01:57:22","01:57:44"
"254--257","01:57:44","01:57:56"
"257","01:57:56","01:57:58"
"257--266","01:57:58","01:59:00"
"266","01:59:00","01:59:12"
"266--268","01:59:12","01:59:14"
"268","01:59:14","01:59:24"
"268--272","01:59:24","02:00:14"
"272","02:00:14","02:00:23"
"273","02:00:23","02:00:25"
"274","02:00:25","02:00:29"
"275","02:00:29","02:00:33"
