"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"47","comlink","[108,118,84,130,141,143,77,25,246,275,3,197]","[232,271,272,273,250,217,216,206,205,204,203,202,230,231,229,227,228,226,225,220,295,275,274,320,319,321,318,149,133,132,131,130,129,195,197,188,190,191,833,832,831,830,836,835,834,3,4,5,1,2,675,674]"
"48","finished","[185,246,3,197]","[442,828,3,647]"
"49","life","[185,197,141,84,19,3]","[438,400,530,319,139,99,3,4,11,607]"
"50","back","[148,197,185,108,145,130,9,246,3]","[365,505,453,246,251,338,305,50,45,804,789,828,4,541,557,9,611,581]"
"51","space","[3]","[4]"
"52","chewie","[148,185,108,145,130,84,25,9,246,275,3,197]","[384,466,461,257,338,293,291,298,296,280,149,154,127,43,45,743,721,723,751,744,757,799,798,803,806,793,835,823,8,578,560,540,541,588,695,655]"
"53","general","[3,6,84,24]","[11,19,15,165,161,109,159,146]"
"54","place","[3,148,197]","[11,348,487]"
"55","skywalker","[197,246,3,9,10,14,21,84,185]","[679,701,12,760,712,710,736,731,730,58,65,76,100,146,417,421]"
"56","ship","[185,148,197,108,145,24,84,246,3]","[412,362,361,382,408,513,514,530,455,461,237,332,109,172,732,711,14,607,596,595,647]"
"57","screen","[3,10,84]","[14,71,144]"
"58","difficult","[3,197,185]","[14,570,389]"
"59","head","[197,6,7,148,108]","[622,613,564,17,32,358,242]"
"60","easy","[197,246,6,24]","[635,799,762,18,118]"
"61","good","[185,148,197,118,108,84,143,130,24,21,7,6,246]","[426,378,481,269,217,208,223,328,312,313,133,103,101,110,176,180,40,18,732,712,831,814,562,606,590,706,689,687,680,652]"
"62","princess","[108,25,9,8,6,246]","[250,120,64,48,50,41,22,732,724,834]"
"63","thought","[185,17,7,246,197]","[461,98,25,775,762,577,610,590,594]"
"64","bounty","[197,246,7]","[684,699,832,755,730,26,491]"
"65","talking","[7,246]","[31,771]"
"66","shakes","[148,7,197]","[358,32,613]"
"67","supposed","[246,7,8,84]","[770,33,41,141]"
"68","great","[185,148,130,7,197]","[423,415,357,358,281,35,647]"
"69","wookiee","[7,246,197]","[39,732,752,682]"
"70","chamber","[8,246]","[41,730]"
"71","leia","[185,108,130,14,9,246,197]","[388,460,244,280,315,77,64,50,48,774,802,787,788,563,599,598,637,624,695,682]"
"72","master","[185,148,197,108,24,14,17,9]","[414,424,418,375,376,524,223,103,82,87,75,64,50,630]"
"73","luke","[185,118,108,84,24,25,17,14,9,246,197]","[417,438,269,223,155,115,123,103,192,198,89,98,82,83,75,64,50,735,798,785,789,791,830,819,825,641,633,621,702]"
"74","officer","[9]","[55]"
"75","dark","[197,246,9]","[628,641,779,60,487,479,478]"
"76","lets","[197,185,108,145,25,84,9,246]","[500,466,264,346,127,177,64,801,803]"
"77","artoo","[148,118,108,143,24,14,9,246,197]","[368,370,380,381,271,268,270,223,325,324,327,326,329,274,322,323,104,82,81,74,77,64,767,772,754,755,828,640]"
"78","speeders","[10,25,84]","[66,124,147]"
"79","time","[185,108,145,84,17,14,246,197]","[426,438,431,407,468,218,345,151,168,172,90,82,724,540,578,628,688]"
"80","yoda","[185,148,197,145,17]","[428,427,425,437,376,530,347,97,87,630,626]"
"81","inside","[185,197,17,246]","[463,478,481,479,487,98,779,535,641,628]"
"82","base","[19,21,25,108]","[99,102,121,240]"
"83","rogue","[84,21,108]","[202,197,100,102,225,226,203,205,206]"
"84","captain","[185,197,108,145,84,21,246]","[408,513,516,518,534,260,344,136,100,168,714,753,540,679]"
"85","energy","[197,24,84]","[530,109,170,172,174,160,162]"
"86","rieekan","[24]","[109]"
"87","laser","[130,24]","[294,111]"
"88","passage","[24]","[112]"
"89","report","[24,84]","[117,137]"
"90","moving","[25,197]","[121,524,511]"
"91","east","[246,25]","[750,121]"
"92","metal","[25]","[122]"
"93","imperial","[197,246,84,25,108]","[545,768,189,188,126,132,240]"
"94","droid","[197,84,77]","[664,137,131,132,155]"
"95","hoth","[84]","[162,137,141,146]"
"96","galaxy","[84,246,197]","[138,785,777,535,607]"
"97","droids","[84,141]","[138,320]"
"98","control","[197,246,84,118]","[628,564,768,181,198,147,275]"
"99","equipment","[84]","[151]"
"100","star","[246,84,118,197]","[805,173,159,278,509,494]"
"101","fleet","[197,84]","[539,541,167,162,170,159]"
"102","power","[148,185,197,108,145,84,246]","[385,382,404,507,461,247,249,334,346,201,178,160,770,777,779]"
"103","hold","[246,84,108]","[753,737,160,219]"
"104","field","[185,197,145,130,84]","[408,412,499,470,331,299,302,162]"
"105","moves","[197,246,84,148,185]","[640,544,737,162,373,412]"
"106","area","[197,84]","[535,162,517]"
"107","ozzel","[84]","[163]"
"108","troops","[246,84,108]","[768,165,170,224,239,240,243]"
"109","vader","[185,197,84,246]","[409,407,498,516,517,479,201,171,167,711,713,794,824,535,642,639,635,633,703,700,695,682,678]"
"110","piett","[84]","[170,168]"
"111","land","[197,246,84,148]","[586,579,712,170,530,361]"
"112","fighters","[84,108]","[173,239]"
"113","past","[197,84,108]","[562,174,262]"
"114","fire","[197,84,108]","[640,174,181,199,198,229,249]"
"115","open","[84,246,197]","[178,771,798,588]"
"116","rebel","[84]","[179]"
"117","stand","[197,84]","[541,560,181,197]"
"118","walkers","[84]","[188,189]"
"119","group","[84]","[197]"
"120","legs","[84,246]","[197,715]"
"121","landing","[197,84,143]","[541,573,201,321]"
"122","moments","[84,246,197]","[201,811,561]"
"123","lost","[197,84]","[648,633,596,204,505]"
"124","choice","[108,246,197]","[219,742,744,672]"
"125","begin","[108,185]","[245,440]"
"126","falcon","[197,108,145,246]","[496,535,250,336,331,771,812,603,594]"
"127","hurry","[246,108]","[755,255]"
"128","hyperdrive","[145,130,246,197]","[336,338,289,771,807,817,812,828,604]"
"129","asteroid","[185,197,145,130]","[412,408,499,470,331,337,302,299]"
"130","held","[145]","[344]"
"131","creature","[148]","[350]"
"132","laughs","[197,148,185]","[590,358,392,378,374]"
"133","food","[148,185]","[360,378,426,428]"
"134","listen","[185,148,197,246]","[450,361,540,610,629,695]"
"135","watches","[185]","[390]"
"136","sound","[197,185]","[610,392]"
"137","eyes","[197,185]","[588,397]"
"138","powerful","[185]","[430,422]"
"139","angry","[185]","[469,431]"
"140","begins","[185]","[442]"
"141","turns","[185]","[444]"
"142","threepio","[197,185]","[648,446]"
"143","cave","[197,185]","[629,475,476,449]"
"144","strange","[185,246]","[456,818]"
"145","weapons","[197,246]","[490,814]"
"146","small","[197]","[514,609,668,666]"
"147","makes","[197]","[530]"
"148","alert","[246,197]","[827,536,539]"
"149","chewbacca","[246,197]","[727,715,720,828,540]"
"150","worried","[197]","[582]"
"151","pulled","[197]","[589]"
"152","people","[246,197]","[709,807,605,656]"
"153","face","[197]","[639,614]"
"154","young","[246]","[736,758]"
"155","takes","[246]","[768]"
"156","door","[246]","[771]"
"157","cockpit","[246]","[797]"
"158","window","[246]","[797]"
"159","hatch","[246]","[798]"
"160","pieces","[246]","[828]"
