"SCENE ID","START TIME","END TIME"
"1","00:02:00","00:02:20"
"3","00:02:58","00:03:01"
"4","00:03:04","00:03:52"
"6","00:03:58","00:04:29"
"9","00:04:32","00:05:00"
"10","00:05:53","00:05:57"
"11","00:06:01","00:06:04"
"12","00:06:05","00:06:50"
"13","00:07:37","00:07:40"
"14","00:07:40","00:07:48"
"15","00:07:52","00:07:55"
"17","00:08:08","00:09:10"
"18","00:09:42","00:15:26"
"19","00:15:30","00:15:52"
"20","00:15:52","00:16:18"
"21","00:16:19","00:16:37"
"22","00:16:38","00:19:09"
"23","00:19:11","00:19:18"
"24","00:19:34","00:21:45"
"25","00:21:45","00:23:21"
"28","00:23:43","00:23:47"
"30","00:23:58","00:24:06"
"32","00:24:18","00:26:47"
"33","00:26:47","00:26:54"
"34","00:26:54","00:27:40"
"35","00:27:41","00:28:48"
"36","00:28:48","00:28:54"
"38","00:28:59","00:29:02"
"39","00:29:03","00:30:12"
"40","00:30:20","00:30:24"
"41","00:30:28","00:31:19"
"42","00:31:35","00:32:15"
"43","00:32:29","00:33:13"
"44","00:33:13","00:33:21"
"47","00:33:33","00:34:42"
"48","00:34:46","00:35:13"
"49","00:35:21","00:35:47"
"51","00:36:19","00:37:28"
"52","00:37:35","00:38:00"
"53","00:38:17","00:38:33"
"54","00:38:46","00:38:54"
"55","00:39:05","00:41:03"
"56","00:41:04","00:41:22"
"57","00:41:22","00:42:11"
"58","00:42:21","00:42:29"
"59","00:42:29","00:43:29"
"60","00:43:32","00:44:35"
"62","00:44:36","00:45:15"
"63","00:45:20","00:46:34"
"64","00:46:41","00:51:06"
"66","00:52:16","00:52:29"
"67","00:52:25","00:52:48"
"68","00:53:02","00:54:47"
"69","00:55:19","00:55:24"
"70","00:55:24","00:56:43"
"71","00:56:41","00:58:27"
"73","00:58:38","00:58:49"
"74","00:58:46","00:58:49"
"75","01:00:09","01:02:58"
"76","01:03:01","01:06:13"
"77","01:06:37","01:06:43"
"78","01:06:38","01:07:29"
"80","01:08:22","01:08:24"
"81","01:10:35","01:09:02"
"81","01:09:01","01:09:02"
"82","01:10:13","01:10:25"
"81","01:10:35","01:10:49"
"81","01:09:01","01:10:49"
"83","01:10:49","01:10:52"
"87","01:12:10","01:12:12"
"88","01:12:15","01:12:34"
"89","01:12:37","01:13:02"
"90","01:13:15","01:14:18"
"91","01:14:21","01:14:23"
"92","01:14:23","01:17:42"
"97","01:17:42","01:17:45"
"98","01:17:47","01:18:02"
"99","01:18:11","01:18:37"
"100","01:18:48","01:21:22"
"100","01:21:27","01:21:22"
"101","01:21:22","01:21:25"
"101","01:21:53","01:21:25"
"102","01:21:25","01:21:27"
"102","01:23:09","01:21:27"
"100","01:18:48","01:21:52"
"100","01:21:27","01:21:52"
"101","01:21:22","01:23:04"
"101","01:21:53","01:23:04"
"102","01:21:25","01:24:41"
"102","01:23:09","01:24:41"
"103","01:24:41","01:25:37"
"104","01:25:42","01:26:10"
"105","01:26:17","01:26:29"
"106","01:26:30","01:26:41"
"109","01:26:55","01:26:59"
"111","01:27:06","01:27:09"
"114","01:27:10","01:27:13"
"114","01:28:36","01:27:13"
"115","01:29:09","01:28:13"
"115","01:27:13","01:28:13"
"112","01:28:13","01:28:17"
"113","01:28:22","01:28:33"
"114","01:27:10","01:29:00"
"114","01:28:36","01:29:00"
"115","01:29:09","01:29:31"
"115","01:27:13","01:29:31"
"116","01:29:31","01:29:34"
"117","01:30:12","01:30:16"
"118","01:30:18","01:30:20"
"119","01:30:24","01:30:29"
"120","01:30:31","01:31:48"
"121","01:31:48","01:32:08"
"122","01:32:14","01:33:02"
"123","01:33:14","01:33:22"
"124","01:33:24","01:34:58"
"125","01:35:00","01:36:25"
"126","01:36:29","01:36:38"
"127","01:36:42","01:39:06"
"128","01:39:19","01:39:29"
"129","01:39:26","01:40:42"
"130","01:40:44","01:43:35"
"131","01:43:37","01:45:42"
"132","01:46:11","01:47:16"
"137","01:48:15","01:50:21"
"138","01:50:35","01:51:46"
"141","01:53:58","01:54:04"
"142","01:54:07","01:54:47"
"143","01:58:39","02:00:30"
"145","02:00:42","02:02:45"
"146","02:02:44","02:03:16"
"146","02:04:41","02:03:16"
"147","02:03:37","02:03:39"
"147","02:05:33","02:03:39"
"148","02:03:41","02:03:45"
"149","02:04:41","02:04:43"
"146","02:02:44","02:05:03"
"146","02:04:41","02:05:03"
"147","02:03:37","02:06:00"
"147","02:05:33","02:06:00"
"153","02:06:11","02:09:36"
