"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"76","afraid","[102,92,92,124,59,64,124,124,124,124,18,47,124,127,59,59]","[721,667,694,766,411,462,808,811,800,802,116,308,813,912,329,339]"
"77","agree","[127,36,147,130]","[891,256,1039,935]"
"78","ambassadors","[3,1,11,4,13,12,13,13,24]","[10,5,53,20,63,56,70,64,169]"
"79","amee","[64]","[463]"
"80","anakin","[44,59,59,59,59,59,59,60,66,67,68,70,70,81,81,92,147,102,92,132,125,70,75,92,92,47,59,59,67,124,125,147,44,92,124,124,124]","[301,314,315,316,364,410,423,429,508,514,534,549,556,625,633,677,1039,721,667,970,863,548,572,649,664,308,311,420,512,858,866,1043,298,692,756,792,845]"
"81","annie","[127,127,127,132,124,100,100,92,92,92,92,92,81,81,81,81,81,81,71,70,64,68,64,64,64,64,59,59,59,59,125,132,102,125,100,102,81,80,92,92,70,67,75,75,47,64,64]","[908,910,912,980,754,703,699,678,673,662,661,652,645,640,635,630,619,605,563,557,489,534,478,485,467,469,351,359,346,348,874,970,721,864,700,713,596,589,668,649,548,525,572,571,308,474,458]"
"82","appears","[64,131]","[458,964]"
"83","apprentice","[124,124,128,35,59]","[796,846,919,249,389]"
"84","approval","[12,125,132,131,147]","[58,861,968,965,1039]"
"85","army","[131,131,18,13,127,102,131,131,13,10,18,18,124,64,131,127]","[964,961,117,70,893,721,958,950,74,44,119,118,821,507,953,896]"
"86","artoo","[146,125,132,36,59,142,142,132,138]","[1038,866,984,256,361,1002,1014,985,997]"
"87","attack","[18,124,13,124]","[119,732,62,780]"
"88","autopilot","[138,142]","[996,1002]"
"89","back","[147,102,127,130,142,142,127,22,18,124,124,127,124,75,70,92,92,32,24,47,41,81,81,59,59,124,92,92,81,39,34,24,18,59,59,43,41,18]","[1039,721,892,949,1002,1006,913,161,116,830,829,895,835,572,548,664,649,223,169,308,279,608,591,410,387,823,668,667,610,264,233,173,115,353,323,293,281,106]"
"90","bad","[4,20,41,47,62]","[11,132,279,308,439]"
"91","battleship","[127]","[903]"
"92","bedtime","[64]","[474]"
"93","begin","[71,92,124]","[562,696,789]"
"94","berry","[39]","[264]"
"95","bet","[92,67]","[649,512]"
"96","bibble","[32]","[222]"
"97","big","[142,70,22]","[1002,548,156]"
"98","blast","[18,147,4,6]","[109,1043,22,32]"
"99","body","[124]","[780]"
"100","boom","[22,39]","[156,264]"
"101","boss","[129]","[922]"
"102","boy","[147,67,67,63,63,61,62,47,60,127,145,102,125,81,92,67,70,41,24]","[1039,512,523,446,449,437,441,308,430,915,1025,721,862,596,649,525,548,279,169]"
"103","bridge","[142,6]","[1011,28]"
"104","building","[59,59]","[363,377]"
"105","captain","[24,35,41,102,130,138,145,3,41,36,129,124,141,131,1,145,14,6]","[169,250,275,721,946,996,1025,1,278,257,927,831,999,953,2,1022,76,27]"
"106","careful","[31,47,80]","[219,308,589]"
"107","catastrophic","[47,92]","[308,667]"
"108","central","[142,59]","[1011,413]"
"109","chancellor","[4,6,124,124,24,32,13,13,100,102,100,100,147,102,102,102,101,32,30,124,124,102,102,124,124,124,124,124,124,124,124,1,10]","[17,27,826,853,169,220,64,70,707,714,702,706,1039,715,721,717,710,226,203,765,764,720,718,780,778,772,768,822,789,788,783,5,45]"
"110","charge","[64]","[474]"
"111","checking","[64]","[487]"
"112","clean","[47,64,35]","[308,474,250]"
"113","close","[132,24,6,125,41]","[973,193,32,867,282]"
"114","cold","[102,92]","[721,667]"
"115","comen","[129,24,130,18]","[929,192,945,122]"
"116","communications","[24]","[169]"
"117","contact","[92,47,24,10]","[667,308,169,45]"
"118","contestants","[70]","[548]"
"119","control","[30,22,18,124,102,102,34,131,127,127,127,131,142,75,102,102,126,127,145]","[218,163,121,827,724,720,243,959,904,891,885,960,1003,572,717,721,875,901,1025]"
"120","coruscant","[32,32]","[222,220]"
"121","council","[30,102,124,124,124,125,147,102]","[218,713,793,795,852,866,1039,721]"
"122","creature","[64,43]","[458,296]"
"123","credits","[47,47,61,47]","[307,304,437,308]"
"124","crowd","[81]","[598]"
"125","danger","[60,131,124,47,13,125,63,125]","[430,961,830,308,70,862,449,863]"
"126","dare","[127,24,64,13,18,6]","[916,169,458,70,116,27]"
"127","dark","[124,124,102]","[856,810,730]"
"128","darth","[127]","[886]"
"129","day","[64,18,41,18]","[474,122,279,117]"
"130","dead","[22,6]","[146,27]"
"131","demanded","[18]","[105]"
"132","den","[22,39]","[156,264]"
"133","destroyed","[30,127,127,34,28,6,145,147]","[215,882,879,244,197,27,1025,1039]"
"133","destroy","[147,28,6,145,127,127,30,34]","[1039,197,27,1025,879,882,215,244]"
"133","helps","[147,6,145,28,34,127,127,30]","[1039,27,1025,197,244,879,882,215]"
"134","dispute","[124,124]","[859,768]"
"135","dissen","[24,42,73,59,129,102]","[183,285,564,358,926,714]"
"136","doors","[145]","[1025]"
"137","dreamed","[92]","[649]"
"138","droid","[18,9,138,131,75,18,132,131,131,127,127,47,35,6,34,18,59,59,124,92,36,35,59,42]","[100,43,996,956,587,121,987,961,959,904,901,308,250,27,233,119,363,362,772,675,257,253,312,290]"
"139","dug","[47]","[308]"
"140","engine","[75]","[571]"
"141","enter","[131,59,124]","[953,422,778]"
"142","entry","[63,63,70,62]","[449,448,549,441]"
"143","fate","[124,125,67,124,130,60]","[857,866,527,831,939,433]"
"144","father","[64,64]","[457,458]"
"145","fear","[124,124,124,59]","[827,810,812,339]"
"146","federation","[13,13,34,28,102,36,124,102,1,10,10,13,12,127,127,130,131,4,12,28,34,124,124,124,124,124,124,124,124,130,130,127,102,102,36,34]","[74,70,236,198,723,258,762,724,5,50,45,68,57,879,893,938,952,18,56,197,233,768,770,776,778,786,828,835,853,949,935,890,721,720,256,239]"
"147","feel","[102]","[721]"
"148","fight","[59,124,127,129]","[335,821,897,921]"
"149","finally","[11,100]","[53,709]"
"150","finished","[47,6,67]","[308,27,525]"
"151","follow","[124,92]","[795,689]"
"152","force","[124,124,124,124,124,124,71,81,40,64,4,22,4,124,102,127,125,39,23,70,64,127,125,4,4,124,124,125,125]","[772,830,737,764,734,735,563,631,274,460,21,151,16,732,721,890,870,265,168,548,457,893,873,20,15,851,838,869,862]"
"153","free","[47,64,92,92,81,81,92,32,22,32,59,81]","[308,458,649,664,639,640,667,220,160,223,410,630]"
"154","friend","[47,67]","[308,525]"
"155","generator","[40,47,81]","[273,305,610]"
"156","give","[19,22,92,92,102,124]","[128,159,671,694,720,802]"
"157","good","[81,64,124,100,127,127,142,128,18,146,47,41,62,47,67,64,22,24,41,43,47,59,62,63,64,102,126,81,100,130,142,127,127]","[607,500,798,702,915,886,1008,919,116,1037,304,279,440,308,525,474,163,183,282,296,307,312,443,446,484,713,875,596,699,940,1002,912,916]"
"158","good-bye","[102,147]","[721,1039]"
"159","grand","[130,124]","[947,821]"
"160","group","[132,32]","[970,224]"
"161","gungan","[127,36,129,127,127,21,39]","[911,256,924,914,916,136,266]"
"162","halt","[32,131]","[220,965]"
"163","hand","[19,64,59,47,47]","[125,472,311,309,308]"
"164","hanger","[30,81]","[208,600]"
"165","happen","[64,35,100,100,127]","[458,252,701,702,880]"
"166","hard","[75,130,102,81]","[575,938,730,633]"
"167","hear","[18,92,100,125]","[116,649,702,870]"
"168","hereabouts","[44]","[298]"
"169","highness","[30,30,30,30,30,30,30,30,36,36,39,36,32,32,35,34,10,12,13,13,100,41,40,36,35,34,28,24,142,131,131,130,127,127,102,124,124,124,124,100,102,41,41,11,13,131,145,127,131,127,127]","[216,215,218,217,203,200,210,205,259,258,266,260,221,220,255,241,50,58,68,74,706,275,273,256,250,236,197,169,1002,958,950,948,896,893,721,822,832,756,761,709,724,277,278,51,70,961,1025,899,952,878,897]"
"170","hold","[147,147]","[1056,1054]"
"171","home","[59,59,59,124,102,127]","[320,357,351,853,716,881]"
"172","hope","[63,28,92,81,102,102,20]","[446,197,662,596,721,714,131]"
"173","hot","[102,20]","[713,134]"
"174","hutt","[44,59,70]","[299,332,552]"
"175","incredible","[70,102]","[548,721]"
"176","inside","[132,147,47,125,131,145,59,125,131]","[970,1052,308,864,953,1025,390,870,956]"
"177","interest","[102,147]","[713,1039]"
"178","jedi","[124,124,92,92,127,128,124,127,64,74,64,64,81,92,81,81,59,59,59,59,59,59,59,59,23,14,6,4,59,39,36,35,131,147,101,92,127,102,64,47,73,64,14,6,39,36,131,131,132,132]","[745,758,688,693,909,919,812,886,503,569,458,462,633,667,630,632,405,401,388,387,410,409,408,407,167,76,27,20,311,267,259,252,950,1039,710,649,916,721,455,308,566,474,77,26,264,256,966,954,975,967]"
"179","jira","[59]","[345]"
"180","junk","[42,59]","[289,419]"
"181","kill","[63,131,6,24,47]","[446,954,27,169,308]"
"182","kind","[59,59,59,59,43,59,70]","[366,381,407,419,296,346,557]"
"183","kitster","[66,66,64]","[509,508,463]"
"184","knew","[81,4,81,4]","[596,20,599,21]"
"185","leave","[66,32,30]","[508,221,218]"
"186","left","[142,102,47,6]","[1002,721,308,27]"
"187","legal","[6,24,1]","[27,169,5]"
"188","life","[127,125,127,124,124,92,124,81,81,22,64,21,22]","[912,873,885,802,827,650,740,611,633,148,459,142,144]"
"189","lights","[142]","[1019]"
"190","line","[70]","[548]"
"191","long","[67,92,62,63,41,47,6,132,92,130]","[522,649,441,449,279,308,27,970,667,937]"
"192","lord","[130,131,35,35,22,34,22,130,127,127,127,127,102,102,35,130,127,34,34,22,6,132,130]","[939,965,247,249,166,245,162,941,888,887,885,883,726,725,250,937,880,243,242,165,27,968,942]"
"193","lost","[44,81,92,130,13,35,131,145]","[299,599,694,938,73,249,953,1026]"
"194","made","[130,131,35,100]","[940,961,249,699]"
"195","make","[3,6,47,130,67,59,24,130,92]","[10,27,308,946,525,311,169,939,649]"
"196","master","[3,19,18,22,21,4,4,14,10,92,102,124,125,127,127,130,131,147,44,59,34,41,64,92,64,64,124,124,92,124,125,125,124,125,131,130,127,127,4,146,146,131,34,18,6,4,75,64,63,39]","[10,130,97,148,135,15,13,94,46,649,721,860,864,911,915,940,950,1039,299,386,236,275,502,652,452,492,737,791,676,736,867,868,795,863,954,943,918,914,12,1035,1031,966,233,122,31,17,572,474,449,265]"
"197","meet","[47,92,100]","[308,667,706]"
"198","mesa","[129,127,127,102,47,40,39,36,22,22,18,18,145,130,130,127,130,142,14,14,18,18,22,22,24,22,39,39,59,39,59,59,64,59,73,70,124,101]","[922,916,896,721,308,273,264,256,161,147,116,105,1024,940,933,899,937,1002,86,88,115,122,151,146,192,156,267,266,327,271,336,328,471,338,564,557,815,712]"
"199","mindful","[130,102,125,124,130,4,4]","[939,721,864,805,942,15,16]"
"200","mom","[92,81,92,60,70,47,59,43]","[664,596,649,427,548,308,311,296]"
"201","moment","[127,92,4,71,66]","[893,658,16,563,511]"
"202","morning","[39,67]","[264,525]"
"203","mother","[102,100,67,59,92,67]","[721,702,512,424,649,525]"
