"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"218","stop","[97,147,207,207,206,147,97,147,147,201,201]","[250,394,721,722,720,387,252,393,395,707,706]"
"219","stormtroopers","[197]","[677]"
"220","stupid","[218]","[768]"
"221","surface","[33]","[165]"
"222","sweetheart","[142,154]","[345,471]"
"223","switch","[103,7]","[261,42]"
"224","system","[175,28,175,33,34]","[550,146,549,162,170]"
"225","takes","[218]","[768]"
"226","taught","[150,213]","[435,764]"
"227","tauntaun","[9]","[72]"
"228","teach","[158,149]","[484,432]"
"229","things","[196]","[670]"
"230","thought","[184,180,179,6,16,219,181,154,179,212]","[610,591,577,25,98,775,594,461,590,762]"
"231","threepio","[152,193]","[446,648]"
"232","time","[199,34,148,207,16,174,154,29,33,147,73,150,142,32,179,16,15,189,149]","[688,172,426,724,90,540,468,151,166,407,218,438,345,168,578,88,82,628,431]"
"233","told","[222,231,232,192,222]","[779,810,818,644,780]"
"234","training","[151,191,221,187]","[440,635,777,622]"
"235","transport","[40,97,32,28,34,88,90]","[182,250,160,147,172,238,242]"
"236","trembling","[147,147]","[399,398]"
"237","troops","[218,88,90,34,79,33,89]","[768,239,243,170,224,165,240]"
"238","trouble","[119,195,9]","[289,664,67]"
"239","trust","[193,179,193,175,211]","[651,587,650,558,742]"
"240","turn","[28,7,8,164,208,164,212,28,200,148]","[149,41,49,506,727,507,755,148,695,425]"
"241","understand","[192,212,76,148]","[640,744,223,425]"
"242","vader","[201,147,157,235,59,202,200,165,147,160,201,223,33,238,32,198,201,192,165,147,191,190,148,34,200,192,198,172,165,202,147,200]","[693,408,479,824,201,711,700,517,409,498,703,794,166,827,167,678,701,639,514,407,635,633,417,171,699,642,682,535,516,713,406,695]"
"243","veers","[28]","[146]"
"244","vision","[187]","[622]"
"245","wait","[200,178,90,31,100,175,103,212,97,154,23]","[689,574,242,155,255,551,261,755,250,465,124]"
"246","walkers","[44,45]","[188,189]"
"247","watch","[117,154,146,118]","[286,460,378,287]"
"248","weapons","[158,231]","[490,814]"
"249","wedge","[71,59]","[217,204]"
"250","wondering","[8,143]","[50,352]"
"251","wookiee","[208,198,6,212]","[732,682,39,752]"
"252","worry","[108,179,15,179,87]","[270,581,82,587,237]"
"253","yeah","[184,117,201,175,154,80,132,154,31,80,122,184,122]","[612,286,708,557,461,225,321,459,156,226,317,613,314]"
"254","yoda","[150,148,16,150,190,146,189,16,148,148,143]","[437,428,97,436,630,376,626,87,427,425,347]"
"255","young","[212,209]","[758,736]"
"256","help","[222,148,23,222]","[782,423,113,783]"
