"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"55","master","[184,144,5,35,9,8,7,80,105,47,49,50,53,55]","[1001,1010,763,971,941,795,777,917,931,895,913,858,912,869,871,1,119,90,23,20,671,682,750,524,528,517,512,520,518,499,575,578,565,570,532,535,592,588,585,669,640,636,634,330,353,405,408,431,434,433,493,160,164,170,157,192,204,306,304,303,297,322,320]"
"56","chancellor","[144,184,5,9,35,8,80,105,47,49,50,53,66,43]","[751,760,809,808,915,849,846,875,812,826,1,92,116,74,747,500,494,580,558,591,586,584,642,327,333,338,339,342,349,358,369,398,403,402,420,428,429,425,461,479,492,490,132,161,168,152,200,196,208,181,216,213,219,261,262,264,251,282,274,301,323,317]"
"57","made","[184,144,5,80,105,47,66]","[966,972,782,1,499,532,374,455]"
"58","droid","[184,8,5,80,47]","[872,28,1,21,503,313,311]"
"59","droids","[35,8,9,5,144,50,66,47]","[110,68,70,85,28,40,2,21,680,414,415,445,453,470,464,137,316]"
"60","left","[184,8,5,35]","[919,831,44,52,47,59,4,28,158]"
"61","break","[8,5,105]","[46,52,59,4,538]"
"62","worry","[5,144,80,105,47,55,35]","[6,712,504,602,329,361,436,222]"
"63","anakin","[184,144,35,8,5,105,80,47,49,50,55,66,43]","[962,960,994,797,795,793,954,958,942,922,920,843,903,893,862,914,859,865,906,848,910,104,69,77,79,81,31,42,53,7,700,697,705,719,696,693,720,722,529,513,500,511,505,581,557,564,569,539,553,533,538,536,614,612,604,600,598,594,583,658,659,661,650,649,654,653,636,325,329,333,335,339,343,345,348,351,359,364,368,374,379,377,387,404,413,435,444,485,481,492,489,138,147,126,130,135,158,159,166,168,149,152,154,199,211,203,181,178,189,236,240,234,215,226,289,285,284,276,299,323,321]"
"64","head","[9,8,5,47]","[88,30,47,61,8,354]"
"65","artoo","[184,9,35,8,5,6,7]","[820,92,99,115,66,67,84,85,87,41,49,56,54,13,18,9,8,10,20,144,164,193]"
"66","room","[144,5,105]","[764,12,710,623]"
"67","flies","[5]","[14]"
"68","time","[184,144,35,6,8,80,105,50,49,55,66,47]","[1011,767,966,934,840,839,866,850,884,107,122,120,19,24,714,677,688,527,577,570,538,598,583,416,407,437,454,138,135,134,148,309,321,316]"
