SCENE ID,START TIME,END TIME
"1--5","00:00:00","00:03:00"
"5","00:03:00","00:03:14"
"6","00:03:14","00:03:30"
"7","00:03:30","00:03:34"
"8","00:03:34","00:07:26"
"9","00:07:26","00:08:25"
"10","00:08:25","00:08:52"
"10--14","00:08:52","00:08:55"
"14","00:08:55","00:09:08"
"14--17","00:09:08","00:09:20"
"17","00:09:20","00:10:20"
"18","00:10:20","00:11:51"
"18--21","00:11:51","00:11:57"
"21","00:11:57","00:15:24"
"22","00:15:24","00:18:16"
"23","00:18:16","00:18:29"
"23--27","00:18:29","00:18:39"
"27","00:18:39","00:18:43"
"27--32","00:18:43","00:18:48"
"32","00:18:48","00:18:50"
"33","00:18:50","00:18:53"
"34","00:18:53","00:19:15"
"35","00:19:15","00:19:18"
"35--37","00:19:18","00:19:26"
"37","00:19:26","00:20:04"
"38","00:20:04","00:22:09"
"39","00:22:09","00:25:19"
"40","00:25:19","00:25:49"
"41","00:25:49","00:29:15"
"42","00:29:15","00:30:15"
"43","00:30:15","00:32:08"
"43","00:30:15","00:34:29"
"43","00:32:08","00:32:08"
"43","00:32:08","00:34:29"
"44","00:34:29","00:37:20"
"45","00:37:20","00:38:27"
"46","00:38:27","00:40:18"
"47","00:40:18","00:41:39"
"48","00:41:39","00:45:26"
"49","00:45:26","00:48:17"
"50","00:48:17","00:49:24"
"51","00:49:24","00:49:34"
"51--53","00:49:34","00:50:28"
"53","00:50:28","00:51:19"
"53--55","00:51:19","00:51:41"
"55","00:51:41","00:52:00"
"55--58","00:52:00","00:52:30"
"58","00:52:30","00:52:56"
"59","00:52:56","00:52:59"
"60","00:52:59","00:53:23"
"60--62","00:53:23","00:53:47"
"62","00:53:47","00:53:57"
"63","00:53:57","00:55:46"
"64","00:55:46","00:57:16"
"64--66","00:57:16","00:57:32"
"66","00:57:32","00:59:53"
"67","00:59:53","01:02:06"
"67--69","01:02:06","01:02:09"
"69","01:02:09","01:02:13"
"70","01:02:13","01:02:47"
"70--72","01:02:47","01:02:52"
"72","01:02:52","01:03:06"
"73","01:03:06","01:03:09"
"74","01:03:09","01:03:11"
"74--78","01:03:11","01:04:07"
"78","01:04:07","01:04:36"
"78--80","01:04:36","01:04:42"
"80","01:04:42","01:05:08"
"80--82","01:05:08","01:05:11"
"82","01:05:11","01:05:27"
"83","01:05:27","01:08:00"
"83--85","01:08:00","01:08:07"
"85","01:08:07","01:08:09"
"86","01:08:09","01:08:19"
"87","01:08:19","01:09:02"
"87--90","01:09:02","01:13:22"
"90","01:13:22","01:13:29"
"91","01:13:29","01:15:19"
"92","01:15:19","01:15:40"
"92--98","01:15:40","01:16:32"
"98","01:16:32","01:16:41"
"99","01:16:41","01:19:23"
"99--101","01:19:23","01:20:29"
"101","01:20:29","01:20:39"
"102","01:20:39","01:20:47"
"103","01:20:47","01:23:13"
"104","01:23:13","01:24:11"
"105","01:24:11","01:25:20"
"106","01:25:20","01:25:27"
"106--109","01:25:27","01:25:42"
"109","01:25:42","01:25:46"
"109--113","01:25:46","01:26:14"
"113","01:26:14","01:27:19"
"113--115","01:27:19","01:27:58"
"115","01:27:58","01:27:59"
"115--118","01:27:59","01:28:04"
"118","01:28:04","01:28:16"
"118--121","01:28:16","01:28:19"
"121","01:28:19","01:28:25"
"122","01:28:25","01:28:46"
"122--124","01:28:46","01:28:49"
"124","01:28:49","01:28:53"
"125","01:28:53","01:29:24"
"126","01:29:24","01:29:32"
"126--130","01:29:32","01:30:35"
"130","01:30:35","01:30:45"
"131","01:30:45","01:31:38"
"132","01:31:38","01:32:27"
"132--134","01:32:27","01:33:10"
"134","01:33:10","01:33:20"
"135","01:33:20","01:33:34"
"136","01:33:34","01:34:24"
"136--139","01:34:24","01:35:12"
"139","01:35:12","01:35:30"
"140","01:35:30","01:36:24"
"141","01:36:24","01:36:33"
"142","01:36:33","01:37:10"
"143","01:37:10","01:37:48"
"144","01:37:48","01:38:04"
"145","01:38:04","01:38:32"
"156","01:38:17","01:38:19"
"156--159","01:38:19","01:39:24"
"145--151","01:38:32","01:38:57"
"151","01:38:57","01:38:58"
"151--156","01:38:58","01:39:17"
"159","01:39:24","01:39:25"
"159--162","01:39:25","01:39:27"
"162","01:39:27","01:39:55"
"163","01:39:55","01:40:02"
"164","01:40:02","01:40:32"
"164--168","01:40:32","01:41:52"
"168","01:41:52","01:44:03"
"169","01:44:03","01:44:11"
"170","01:44:11","01:44:21"
"170--173","01:44:21","01:44:26"
"173","01:44:26","01:44:29"
"174","01:44:29","01:44:33"
"175","01:44:33","02:01:29"
"175--177","02:01:29","02:01:52"
"177","02:01:52","02:01:58"
"178","02:01:58","02:03:12"
"178--180","02:03:12","02:04:54"
"180","02:04:54","02:07:28"
"181","02:07:28","02:08:17"
"181","02:07:28","02:09:42"
"181","02:08:17","02:08:17"
"181","02:08:17","02:09:42"
"182","02:09:42","02:10:13"
"182--184","02:10:13","02:10:25"
"184","02:10:25","02:10:48"
