SOURCE NODE ID,TARGET NODE ID,SOURCE SCENE ID,TARGET SCENE ID
"239","238","64","63"
"240","230","68","67"
"240","241","68","69"
"241","240","69","68"
"241","242","71","70"
"241","242","69","70"
"241","243","71","72"
"242","241","70","69"
"242","241","70","71"
"243","241","72","71"
"243","244","72","73"
"244","226","106","107"
"244","243","73","72"
"244","245","73","74"
"244","260","106","105"
"245","244","74","73"
"245","246","74","75"
"246","245","75","74"
"246","247","75","76"
"247","226","100","101"
"247","228","77","78"
"247","246","76","75"
"247","256","97","96"
"247","257","99","98"
"247","257","97","98"
"248","228","79","78"
"248","249","79","80"
"248","249","81","80"
"248","250","81","82"
"249","248","80","79"
"249","248","80","81"
"249","251","87","88"
"249","253","87","86"
"250","248","82","81"
"250","251","82","83"
"251","249","88","87"
"251","250","83","82"
"251","252","88","89"
"251","252","83","84"
"252","251","89","88"
"252","251","84","83"
"252","253","85","86"
"252","254","89","90"
"253","249","86","87"
"253","252","86","85"
"253","254","91","90"
"253","254","91","92"
"253","254","93","92"
"253","255","93","94"
"254","252","90","89"
"254","253","90","91"
"254","253","92","91"
"254","253","92","93"
"254","255","95","94"
"254","256","95","96"
"255","253","94","93"
"255","254","94","95"
"256","247","96","97"
"256","254","96","95"
"257","247","98","97"
"257","247","98","99"
"258","226","102","101"
"258","236","102","103"
"259","236","104","103"
"259","260","104","105"
"260","244","105","106"
"260","259","105","104"
"261","219","108","109"
"261","221","113","112"
"261","226","108","107"
"261","263","113","114"
"262","221","111","112"
"262","226","111","110"
"263","221","114","115"
"263","261","114","113"
"264","221","116","115"
"264","265","116","117"
"265","223","117","118"
"265","264","117","116"
"265","280","136","135"
"265","281","136","137"
"266","223","119","118"
"266","267","119","120"
"267","219","120","121"
"267","266","120","119"
"268","219","123","122"
"268","269","123","124"
"269","268","124","123"
"269","270","124","125"
"270","269","125","124"
"270","271","125","126"
"271","270","126","125"
"271","272","126","127"
"272","271","127","126"
"272","273","127","128"
"273","272","128","127"
"273","274","128","129"
"274","273","129","128"
"274","275","129","130"
"275","274","130","129"
"275","276","130","131"
"276","275","131","130"
"276","277","131","132"
"277","276","132","131"
"277","278","132","133"
"278","277","133","132"
"278","279","133","134"
"279","278","134","133"
"279","280","134","135"
"280","265","135","136"
"280","279","135","134"
"281","265","137","136"
"281","282","137","138"
"282","281","138","137"
"282","283","138","139"
"283","282","139","138"
"283","284","139","140"
"284","201","140","141"
"284","283","140","139"
"285","201","142","141"
"285","206","142","143"
"286","199","146","147"
"286","201","146","145"
"287","199","148","147"
"287","288","148","149"
"288","287","149","148"
"288","289","149","150"
"289","288","150","149"
"289","290","150","151"
"289","308","183","182"
"290","215","151","152"
"290","289","151","150"
"290","291","154","153"
"290","291","178","177"
"290","292","156","155"
"290","292","154","155"
"290","293","160","159"
"290","293","156","157"
"290","295","160","161"
"290","306","179","180"
"291","215","153","152"
"291","290","153","154"
"291","290","177","178"
"291","300","169","168"
"291","301","169","170"
"291","301","171","170"
"291","302","171","172"
"291","305","177","176"
"292","290","155","156"
"292","290","155","154"
"293","290","159","160"
"293","290","157","156"
"293","294","157","158"
"293","294","159","158"
"293","295","165","166"
"293","298","165","164"
"294","293","158","159"
"294","293","158","157"
"295","290","161","160"
"295","293","166","165"
"295","296","161","162"
"295","299","166","167"
"296","295","162","161"
"296","297","162","163"
"297","296","163","162"
"297","298","163","164"
"298","293","164","165"
"298","297","164","163"
"299","295","167","166"
"299","300","167","168"
"300","291","168","169"
"300","299","168","167"
"301","291","170","169"
"301","291","170","171"
"302","291","172","171"
"302","303","172","173"
"303","302","173","172"
"303","304","173","174"
"304","195","174","175"
"304","303","174","173"
"305","195","176","175"
"305","291","176","177"
"306","290","180","179"
"306","307","180","181"
"307","306","181","180"
"307","308","181","182"
"308","289","182","183"
"308","307","182","181"
