SOURCE NODE ID,TARGET NODE ID,SOURCE SCENE ID,TARGET SCENE ID
"177","178","1","2"
"177","220","56","55"
"177","221","56","57"
"177","237","78","77"
"177","238","78","79"
"177","255","122","123"
"177","268","122","121"
"178","177","2","1"
"178","179","2","3"
"178","189","20","19"
"178","193","22","21"
"178","193","20","21"
"178","194","22","23"
"179","178","3","2"
"179","180","3","4"
"180","179","4","3"
"180","181","4","5"
"181","180","5","4"
"181","182","5","6"
"182","181","6","5"
"182","183","6","7"
"183","182","7","6"
"183","184","7","8"
"184","183","8","7"
"184","185","8","9"
"185","184","9","8"
"185","186","9","10"
"186","185","10","9"
"186","187","10","11"
"187","186","11","10"
"187","188","11","12"
"187","207","39","38"
"187","208","39","40"
"188","187","12","11"
"188","189","12","13"
"189","178","19","20"
"189","188","13","12"
"189","190","15","14"
"189","190","13","14"
"189","191","15","16"
"189","191","17","16"
"189","192","19","18"
"189","192","17","18"
"189","196","26","25"
"189","197","26","27"
"190","189","14","13"
"190","189","14","15"
"191","189","16","17"
"191","189","16","15"
"192","189","18","19"
"192","189","18","17"
"193","178","21","22"
"193","178","21","20"
"194","178","23","22"
"194","195","23","24"
"195","194","24","23"
"195","196","24","25"
"196","189","25","26"
"196","195","25","24"
"197","189","27","26"
"197","198","28","29"
"198","197","29","28"
"198","199","29","30"
"199","198","30","29"
"199","200","30","31"
"199","212","47","46"
"199","213","47","48"
"200","199","31","30"
"200","201","31","32"
"201","200","32","31"
"201","202","32","33"
"202","201","33","32"
"202","203","33","34"
"203","202","34","33"
"203","204","34","35"
"204","203","35","34"
"204","205","35","36"
"205","204","36","35"
"205","206","36","37"
"206","205","37","36"
"206","207","37","38"
"207","187","38","39"
"207","206","38","37"
"208","187","40","39"
"208","209","40","41"
"209","208","41","40"
"209","210","41","42"
"210","209","42","41"
"210","211","42","43"
"210","211","44","43"
"210","211","44","45"
"211","210","45","44"
"211","210","43","44"
"211","210","43","42"
"211","212","45","46"
"212","199","46","47"
"212","211","46","45"
"213","199","48","47"
"213","214","48","49"
"214","213","49","48"
"214","215","49","50"
"214","232","71","70"
"214","233","71","72"
"215","214","50","49"
"215","216","50","51"
"216","215","51","50"
"216","217","51","52"
"217","216","52","51"
"217","218","52","53"
"218","217","53","52"
"218","219","53","54"
"219","218","54","53"
"219","220","54","55"
"220","177","55","56"
"220","219","55","54"
"221","177","57","56"
"221","222","82","83"
"221","222","82","81"
"221","222","57","58"
"221","237","85","84"
"221","239","85","86"
"222","221","83","82"
"222","221","58","57"
"222","221","81","82"
"222","223","58","59"
"222","236","81","80"
"222","236","76","75"
"222","237","83","84"
"222","237","76","77"
"223","222","59","58"
"223","224","59","60"
"224","223","60","59"
"224","225","60","61"
"225","224","61","60"
"225","226","61","62"
"226","225","62","61"
"226","227","62","63"
"227","226","63","62"
"227","228","63","64"
"228","227","64","63"
"228","229","64","65"
"229","228","65","64"
"229","230","65","66"
"230","229","66","65"
"230","231","66","67"
"230","231","68","69"
"230","231","68","67"
"231","230","69","68"
"231","230","67","66"
"231","230","67","68"
"231","232","69","70"
"232","214","70","71"
"232","231","70","69"
"233","214","72","71"
"233","234","72","73"
"234","233","73","72"
"234","235","73","74"
"235","234","74","73"
"235","236","74","75"
"236","222","75","76"
"236","222","80","81"
"236","235","75","74"
"236","238","80","79"
"237","177","77","78"
"237","221","84","85"
"237","222","77","76"
"237","222","84","83"
"238","177","79","78"
"238","236","79","80"
"239","221","86","85"
"239","240","86","87"
"240","239","87","86"
"240","241","87","88"
"240","262","113","112"
"240","263","113","114"
"241","240","88","87"
"241","242","88","89"
"242","241","89","88"
"242","243","89","90"
"243","242","90","89"
"243","244","90","91"
"244","243","91","90"
"244","245","91","92"
"244","263","116","115"
"244","264","116","117"
"245","244","92","91"
"245","246","92","93"
"245","246","94","93"
"245","247","94","95"
"246","245","93","94"
"246","245","93","92"
"247","245","95","94"
"247","248","95","96"
"248","247","96","95"
"248","249","96","97"
"249","248","97","96"
"249","250","97","98"
"250","249","98","97"
"250","251","98","99"
"251","250","99","98"
"251","252","99","100"
"252","251","100","99"
"252","253","100","101"
"253","252","101","100"
"253","254","101","102"
"254","253","102","101"
"254","255","102","103"
"255","177","123","122"
"255","254","103","102"
"255","256","103","104"
"255","260","110","109"
"255","261","110","111"
"255","269","123","124"
"256","255","104","103"
"256","257","104","105"
"256","259","108","107"
"256","260","108","109"
"257","256","105","104"
"257","258","105","106"
"258","257","106","105"
"258","259","106","107"
"259","256","107","108"
"259","258","107","106"
"260","255","109","110"
"260","256","109","108"
"261","255","111","110"
"261","262","111","112"
"262","240","112","113"
"262","261","112","111"
"263","240","114","113"
"263","244","115","116"
"264","244","117","116"
"264","265","117","118"
"264","275","131","132"
"264","275","133","132"
"264","275","131","130"
"264","275","133","134"
"264","280","141","140"
"264","281","141","142"
"265","264","118","117"
"265","266","118","119"
"266","265","119","118"
"266","267","119","120"
"267","266","120","119"
"267","268","120","121"
"268","177","121","122"
"268","267","121","120"
"269","255","124","123"
"269","270","124","125"
"270","269","125","124"
"270","271","125","126"
"271","270","126","125"
"271","272","126","127"
"272","271","127","126"
"272","273","127","128"
"273","272","128","127"
"273","274","128","129"
"274","273","129","128"
"274","275","129","130"
"275","264","132","131"
"275","264","130","131"
"275","264","134","133"
"275","264","132","133"
"275","274","130","129"
"275","276","134","135"
"275","278","138","137"
"275","279","138","139"
"276","275","135","134"
"276","277","135","136"
"277","276","136","135"
"277","278","136","137"
"278","275","137","138"
"278","277","137","136"
"279","275","139","138"
"279","280","139","140"
"280","264","140","141"
"280","279","140","139"
"281","264","142","141"
"281","282","142","143"
"282","281","143","142"
"282","283","143","144"
"283","282","144","143"
"283","284","144","145"
