"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"62","captain","[165,159,153,150,140,48,45,1]","[1022,999,953,927,831,278,257,1]"
"63","chancellor","[174,141,140,136,137,134,133,38,36,19,1]","[1062,853,826,822,764,772,765,768,778,789,788,780,783,717,710,720,718,226,203,45,5]"
"64","federation","[147,142,153,151,140,141,136,137,134,45,43,35,20,21,1,19]","[893,879,952,938,828,853,835,762,768,770,778,776,786,724,723,258,236,198,50,57,68,70,74,18,45,5]"
"65","cruiser","[1,44]","[8,245]"
"66","republic","[140,137,134,80,78,76,75,56,36,1]","[823,835,778,716,728,462,440,413,427,389,396,307,306,205,8]"
"67","made","[154,129,44,1]","[964,702,252,9]"
"68","master","[165,154,142,153,152,149,138,135,114,119,79,84,75,51,47,43,27,26,22,23,19,1]","[1031,1035,966,868,867,863,954,943,914,918,795,791,737,736,652,676,452,492,502,386,299,275,236,148,130,135,94,97,46,15,13,10]"
"69","center","[1,59]","[14,319]"
"70","yoda","[1,84]","[15,502]"
"71","padawan","[1,141]","[16,845]"
"72","force","[147,142,141,140,136,137,135,103,90,80,47,27,5,1]","[893,873,869,862,830,851,838,764,772,737,735,734,631,563,460,274,151,21,16]"
"73","moment","[1,85,90,117,147]","[16,511,563,658,893]"
"74","short","[103,26,19,1]","[650,135,46,18]"
"75","jedi","[156,154,148,143,153,149,139,136,135,103,118,121,92,80,84,75,76,46,56,44,28,21,5,15]","[975,966,967,909,886,954,919,812,758,745,630,632,633,667,688,693,569,462,458,503,387,410,388,407,409,408,405,401,267,311,252,167,76,20,27]"
"76","left","[159,140,84,60,5]","[1004,827,510,321,22]"
"77","blast","[5,16,23,174]","[22,32,109,1043]"
"78","droids","[165,156,148,153,137,118,98,69,68,51,57,45,39,23,26,16,15,18]","[1030,987,904,961,959,772,675,587,363,362,290,312,253,257,233,100,121,119,36,35,30,41]"
"79","close","[156,142,48,34,16]","[973,867,282,193,32]"
"80","shield","[17,39,174,165]","[39,233,1056,1013]"
