SCENE ID,START TIME,END TIME
"1","00:00:00","00:02:20"
"1--5","00:02:20","00:02:28"
"5","00:02:28","00:03:52"
"5--7","00:03:52","00:03:58"
"7","00:03:58","00:04:32"
"7--13","00:04:32","00:04:32"
"13","00:04:32","00:05:02"
"14","00:05:02","00:05:57"
"15","00:05:57","00:06:15"
"16","00:06:15","00:06:58"
"17","00:06:58","00:07:13"
"18","00:07:13","00:07:24"
"19","00:07:24","00:07:55"
"20","00:07:55","00:09:04"
"21","00:09:04","00:09:41"
"22","00:09:41","00:09:51"
"23","00:09:51","00:13:16"
"24","00:13:16","00:13:26"
"25","00:13:26","00:14:53"
"26","00:14:53","00:17:17"
"27","00:17:17","00:18:34"
"28","00:18:34","00:19:23"
"29","00:19:23","00:19:25"
"29--32","00:19:25","00:19:30"
"32","00:19:30","00:19:36"
"33","00:19:36","00:19:39"
"34","00:19:39","00:19:55"
"35","00:19:55","00:22:03"
"36","00:22:03","00:23:23"
"37","00:23:23","00:24:09"
"38","00:24:09","00:24:39"
"39","00:24:39","00:25:47"
"39--41","00:25:47","00:26:14"
"41","00:26:14","00:26:25"
"42","00:26:25","00:26:47"
"43","00:26:47","00:27:16"
"44","00:27:16","00:28:06"
"45","00:28:06","00:28:59"
"46","00:28:59","00:29:33"
"47","00:29:33","00:30:18"
"48","00:30:18","00:31:27"
"49","00:31:30","00:31:27"
"50","00:31:30","00:31:41"
"51","00:31:41","00:31:53"
"51--53","00:31:53","00:33:13"
"53","00:33:13","00:33:17"
"53--55","00:33:17","00:33:32"
"55","00:33:32","00:33:35"
"56","00:33:35","00:34:31"
"57","00:34:31","00:34:42"
"58","00:34:42","00:34:53"
"59","00:34:53","00:35:15"
"60","00:35:15","00:35:47"
"61","00:35:47","00:36:04"
"62","00:36:04","00:36:15"
"63","00:36:15","00:37:16"
"64","00:37:16","00:37:29"
"65","00:37:29","00:37:37"
"66","00:37:37","00:37:40"
"67","00:37:40","00:37:43"
"68","00:37:43","00:38:12"
"69","00:38:12","00:38:38"
"70","00:38:38","00:39:17"
"71","00:39:17","00:39:24"
"72","00:39:24","00:39:52"
"73","00:39:52","00:40:01"
"74","00:40:01","00:40:17"
"75","00:40:17","00:40:51"
"76","00:40:51","00:44:11"
"77","00:44:11","00:44:35"
"78","00:44:35","00:46:18"
"79","00:46:18","00:46:27"
"80","00:46:27","00:47:43"
"81","00:47:43","00:48:56"
"82","00:48:56","00:48:59"
"83","00:48:59","00:49:11"
"84","00:49:11","00:50:48"
"85","00:50:48","00:51:09"
"86","00:51:09","00:52:36"
"87","00:52:36","00:54:47"
"88","00:54:47","00:55:27"
"89","00:55:27","00:55:58"
"90","00:55:58","00:58:27"
"91","00:58:27","00:58:42"
"92","00:58:42","00:58:56"
"93","00:58:56","00:59:02"
"94","00:59:02","01:00:12"
"95","01:00:12","01:00:27"
"96","01:00:27","01:00:42"
"97","01:00:42","01:02:01"
"98","01:02:01","01:02:16"
"99","01:02:16","01:06:13"
"100","01:06:13","01:06:36"
"101","01:06:36","01:09:56"
"102","01:09:56","01:10:27"
"103","01:10:27","01:12:09"
"103--105","01:12:09","01:12:12"
"105","01:12:12","01:12:27"
"105--107","01:12:27","01:12:37"
"107","01:12:37","01:12:51"
"107--113","01:12:51","01:13:10"
"113","01:13:10","01:13:24"
"114","01:13:24","01:14:26"
"115","01:14:26","01:14:47"
"116","01:14:47","01:15:02"
"117","01:15:02","01:15:21"
"118","01:15:21","01:16:04"
"119","01:16:04","01:16:52"
"120","01:16:52","01:17:14"
"121","01:17:14","01:18:03"
"122","01:18:03","01:18:28"
"122--125","01:18:28","01:18:48"
"125","01:18:48","01:18:53"
"125--127","01:18:53","01:19:16"
"127","01:19:16","01:19:30"
"128","01:19:30","01:19:42"
"129","01:19:42","01:20:21"
"130","01:20:21","01:20:44"
"131","01:20:44","01:21:27"
"132","01:21:27","01:21:37"
"133","01:21:37","01:22:23"
"134","01:22:23","01:24:12"
"135","01:24:12","01:25:56"
"136","01:25:56","01:26:41"
"137","01:26:41","01:29:37"
"138","01:29:37","01:29:54"
"139","01:29:54","01:31:04"
"140","01:31:04","01:33:04"
"141","01:33:04","01:33:52"
"142","01:33:52","01:36:50"
"143","01:36:50","01:37:16"
"144","01:37:16","01:37:26"
"145","01:37:26","01:37:29"
"146","01:37:29","01:37:34"
"147","01:37:34","01:38:08"
"148","01:38:08","01:38:16"
"149","01:38:16","01:39:06"
"150","01:39:06","01:39:39"
"151","01:39:39","01:42:05"
"152","01:42:05","01:42:35"
"153","01:42:35","01:44:37"
"154","01:44:37","01:45:18"
"155","01:45:18","01:46:35"
"156","01:46:35","01:47:06"
"157","01:47:06","01:50:13"
"157--159","01:50:13","01:50:18"
"159","01:50:18","01:50:21"
"159--164","01:50:21","01:50:34"
"164","01:50:34","01:50:38"
"165","01:50:38","01:52:06"
"165--174","01:52:06","01:59:08"
"174","01:59:08","02:00:48"
"174--181","02:00:48","02:02:44"
"181","02:02:44","02:03:39"
"182","02:03:39","02:08:21"
